 gene    name , gene    ENS ,Vagina
 NBEAL2,ENSG00000160796,0.381991687103981
 HAND1,ENSG00000113196,0.243556015464808
 HARBI1,ENSG00000180423,-0.348648708107641
 ZNF491,ENSG00000177599,0.145071484249376
 RTP4,ENSG00000136514,0.127161141017445
 RTP2,ENSG00000198471,-0.272555234355558
 RTP3,ENSG00000163825,-0.304555888058812
 RTP1,ENSG00000175077,-0.577547233772669
 CLLU1,ENSG00000257127,1.82176623896366
 FAM8A1,ENSG00000137414,0.0705426893470554
 PPP5D1,ENSG00000230510,0.529327280117374
 SPON2,ENSG00000159674,1.6831631589684
 SCN8A,ENSG00000196876,-0.445274247009732
 NMUR2,ENSG00000132911,-1.00046391516467
 NMUR1,ENSG00000171596,-0.415800112391019
 ZC4H2,ENSG00000126970,-0.0277887197823433
 NCK1,ENSG00000158092,0.28106715256695
 NCK2,ENSG00000071051,0.252765595341
 C20orf96,ENSG00000196476,0.253322671645102
 ZNF264,ENSG00000083844,0.0470207548137914
 ZNF266,ENSG00000174652,0.137246782053503
 KCNU1,ENSG00000215262,-0.980757866792481
 ZNF260,ENSG00000254004,-0.135650029343015
 ZNF263,ENSG00000006194,-0.100900511606317
 ZNF268,ENSG00000090612,-0.263311484150632
 C17orf47,ENSG00000181013,0.0326422534084239
 TSNAX,ENSG00000116918,0.0269540725237298
 C17orf49,ENSG00000258315,0.0393648731237692
 RPH3A,ENSG00000089169,-1.95427812416485
 VLDLR,ENSG00000147852,-1.31936189710885
 BTF3L4,ENSG00000134717,-0.133238552785198
 ETFA,ENSG00000140374,-0.033484610270602
 FTSJ2,ENSG00000122687,-0.290012456377502
 FTSJ3,ENSG00000108592,0.0477946442999759
 FTSJ1,ENSG00000068438,0.0132499935864936
 DERL1,ENSG00000136986,-0.159875912888908
 DERL2,ENSG00000072849,0.0707967261862948
 DERL3,ENSG00000099958,-0.495983634201587
 PRR26,ENSG00000180525,-0.732831117967795
 PRR25,ENSG00000167945,-0.55116155733244
 PRR24,ENSG00000257704,0.584756254251878
 PRR22,ENSG00000212123,-0.107346399818685
 ASIC2,ENSG00000108684,0.406117281817785
 NCR3,ENSG00000204475,0.199209952400039
 IBTK,ENSG00000005700,-0.119414405644567
 RBX1,ENSG00000100387,-0.0212703867352165
 HSPBAP1,ENSG00000169087,-0.0935611692684415
 ZBTB26,ENSG00000171448,0.0816888075523716
 S100A7A,ENSG00000184330,-0.255333937123351
 ZBTB25,ENSG00000089775,-0.164524960871818
 THEMIS,ENSG00000172673,-0.223273798631762
 ITIH1,ENSG00000055957,1.14161616994877
 ITIH3,ENSG00000162267,0.499248065901486
 ITIH2,ENSG00000151655,-0.589455344928189
 ITIH5,ENSG00000123243,-0.103338556802745
 ITIH4,ENSG00000055955,0.504131591700297
 ITIH6,ENSG00000102313,0.0436136241381538
 TNFSF9,ENSG00000125657,0.56734726863463
 TNFSF8,ENSG00000106952,-0.0634390762742133
 TNFSF4,ENSG00000117586,0.725264474759149
 GMPPA,ENSG00000144591,0.448864738868928
 GMPPB,ENSG00000173540,0.399794815310652
 MAS1,ENSG00000130368,2.66890333234397
 OIT3,ENSG00000138315,-0.73756434277006
 RAD52,ENSG00000002016,0.233607603417295
 RAD51,ENSG00000051180,0.150065590649851
 RAD50,ENSG00000113522,-0.121289929237277
 TFDP2,ENSG00000114126,-0.127646517352244
 RNF38,ENSG00000137075,-0.135142438261283
 RNF39,ENSG00000204618,1.40859454468564
 RNF32,ENSG00000105982,-0.115563313468238
 RNF31,ENSG00000092098,-0.0834752867258683
 UGT1A10,ENSG00000242515,-0.392943579857801
 TPPP,ENSG00000171368,-1.27273506758116
 INTS3,ENSG00000143624,0.177607546993596
 INTS2,ENSG00000108506,-0.156769708722568
 INTS1,ENSG00000164880,-0.15207833626277
 INTS7,ENSG00000143493,0.0705669998505338
 INTS6,ENSG00000102786,0.0653499163879003
 INTS5,ENSG00000185085,-0.278451386087799
 INTS4,ENSG00000149262,0.178664371783132
 TPP1,ENSG00000166340,0.101730668693828
 INTS9,ENSG00000104299,0.00439548160739555
 INTS8,ENSG00000164941,0.298773888593801
 EPN3,ENSG00000049283,0.711457214282548
 RGS4,ENSG00000117152,-1.61431293031712
 FAM181B,ENSG00000182103,0.553209458508037
 EPN2,ENSG00000072134,0.28441683419384
 CDRT15,ENSG00000223510,0.736825078168839
 MYL6,ENSG00000092841,0.206135301043236
 MYL7,ENSG00000106631,-0.458796513500929
 MYL4,ENSG00000198336,-0.0926065682046393
 MYL5,ENSG00000215375,0.233488885176346
 MYL2,ENSG00000111245,0.949158327138768
 MYL3,ENSG00000160808,1.88711543805866
 MYL1,ENSG00000168530,0.621121629533218
 CDKN2AIPNL,ENSG00000237190,-0.429885121719647
 NCEH1,ENSG00000144959,0.112091031567789
 TSNARE1,ENSG00000171045,0.0144252165099064
 MPP3,ENSG00000161647,0.290287325378998
 MPP2,ENSG00000108852,0.362479126179246
 MPP1,ENSG00000130830,-0.15972926352988
 MPP7,ENSG00000150054,-0.285836276046103
 MPP6,ENSG00000105926,-0.621643249597434
 MPP5,ENSG00000072415,-0.150553369409421
 MPP4,ENSG00000082126,2.05579499605414
 FAM110A,ENSG00000125898,-0.132435705192291
 FAM110C,ENSG00000184731,-0.20266331998061
 FAM110B,ENSG00000169122,0.442854751260287
 FAM110D,ENSG00000197245,0.581637175670112
 SPTB,ENSG00000070182,-0.483494013025322
 SNTG1,ENSG00000147481,-0.0235260275589219
 SNTG2,ENSG00000172554,1.39721776044136
 MYLK,ENSG00000065534,0.181008997790422
 TSPAN3,ENSG00000140391,-0.324598048974662
 YME1L1,ENSG00000136758,-0.0900344129373672
 GORASP2,ENSG00000115806,0.0691437970981671
 GORASP1,ENSG00000114745,-0.0855567693847848
 PPRC1,ENSG00000148840,0.0577754714469261
 CCKAR,ENSG00000163394,-0.456723895825605
 SUMF2,ENSG00000129103,0.00805386012556983
 SUMF1,ENSG00000144455,0.213389041732074
 SURF1,ENSG00000148290,-0.235133475217993
 FNDC3A,ENSG00000102531,0.145601420832946
 FNDC3B,ENSG00000075420,0.27564231524559
 SURF2,ENSG00000148291,-0.279266091962228
 SURF4,ENSG00000148248,0.074103736617086
 SURF6,ENSG00000148296,0.00723074914084408
 TSPAN6,ENSG00000000003,0.608718376015983
 MB21D1,ENSG00000164430,0.108905832905526
 MB21D2,ENSG00000180611,-0.00192136867152886
 CORO2B,ENSG00000103647,-0.593220878017934
 CORO2A,ENSG00000106789,0.102599115847971
 SPACA4,ENSG00000177202,0.499083785468456
 CCDC135,ENSG00000159625,-1.59042114063346
 CCDC136,ENSG00000128596,0.294731970677669
 SPACA7,ENSG00000153498,0.796514933653393
 CCDC130,ENSG00000104957,0.0980281106925562
 SPACA1,ENSG00000118434,1.07132496331826
 CCDC132,ENSG00000004766,-0.1491974500489
 SPACA3,ENSG00000141316,-0.201820945792094
 CCDC138,ENSG00000163006,-0.0312272097606594
 STK31,ENSG00000196335,-1.17776883274899
 FRG2B,ENSG00000225899,-0.675070684244065
 STK33,ENSG00000130413,-0.357394393639976
 STK35,ENSG00000125834,-0.197554255740104
 STK36,ENSG00000163482,0.291646736132565
 STK38,ENSG00000112079,0.169358091272371
 STK39,ENSG00000198648,0.160676166114291
 UTP6,ENSG00000108651,-0.000999402253070822
 DNAAF1,ENSG00000154099,-0.666561740293588
 DNAAF2,ENSG00000165506,-0.153125193454873
 CHRNB1,ENSG00000170175,0.298143863627417
 CHRNB3,ENSG00000147432,-0.261868611408833
 CHRNB2,ENSG00000160716,-1.10082723225226
 CHRNB4,ENSG00000117971,-2.04001588967209
 HBEGF,ENSG00000113070,-0.0769787541305604
 CYP7A1,ENSG00000167910,1.21160210145642
 PODNL1,ENSG00000132000,0.644846672593297
 GSTT2,ENSG00000099984,-0.233253287318775
 ZNRD1,ENSG00000066379,0.0139166350616337
 PLXNA3,ENSG00000130827,0.170190305318252
 PLXNA2,ENSG00000076356,-0.892659856864008
 PLXNA1,ENSG00000114554,-0.153504307684009
 PBDC1,ENSG00000102390,0.00143319487931288
 PLXNA4,ENSG00000221866,-1.98626640600602
 PEG3,ENSG00000198300,-0.134898914429721
 SCAI,ENSG00000173611,0.0303477959543945
 MAP2K3,ENSG00000034152,-0.0732062370979758
 MAP2K2,ENSG00000126934,-0.0475432808075994
 MAP2K1,ENSG00000169032,-0.185201080697303
 MAP2K7,ENSG00000076984,0.255300936179568
 MAP2K6,ENSG00000108984,0.0408271647652583
 MAP2K5,ENSG00000137764,-0.0531199545145697
 MAP2K4,ENSG00000065559,0.0692398234182036
 SCAP,ENSG00000114650,-0.140916867540762
 MINK1,ENSG00000141503,-0.0676475780704824
 ACY3,ENSG00000132744,-0.0813294982618055
 ACY1,ENSG00000243989,-0.00904230940666726
 ATP5G2,ENSG00000135390,-0.00366999262019335
 GRPR,ENSG00000126010,-0.453678641820443
 SPATA6L,ENSG00000106686,0.241160844328792
 PSMF1,ENSG00000125818,-0.136317168932785
 ZNF570,ENSG00000171827,-0.123561252033076
 BDNF,ENSG00000176697,0.309302737489443
 BORA,ENSG00000136122,0.0211954629853207
 T,ENSG00000164458,-0.721318274825337
 CSNK2A3,ENSG00000254598,-0.465349223577427
 CSNK2A2,ENSG00000070770,-0.138283442781264
 CSNK2A1,ENSG00000101266,-0.134839791300005
 CIRH1A,ENSG00000141076,-0.193022836362225
 KDM5D,ENSG00000012817,-2.67797453046464
 KDM5A,ENSG00000073614,-0.0585460175905116
 KDM5B,ENSG00000117139,-0.129626846629776
 KDM5C,ENSG00000126012,0.125853423442511
 AIPL1,ENSG00000129221,0.844308034065045
 GLUL,ENSG00000135821,0.369587385769579
 IFT122,ENSG00000163913,-0.0163124392029239
 OR2B11,ENSG00000177535,-0.400801650632838
 CRYAA,ENSG00000160202,1.078816212532
 GYS1,ENSG00000104812,-0.206847186369814
 GYS2,ENSG00000111713,2.6847654952014
 ETV1,ENSG00000006468,-1.04717850396444
 ETV3,ENSG00000117036,-0.075335800332394
 ETV2,ENSG00000105672,0.401822292907068
 ETV5,ENSG00000244405,-0.279128433461218
 ETV4,ENSG00000175832,-0.656965125813262
 ETV7,ENSG00000010030,0.395555932251919
 ETV6,ENSG00000139083,-0.224350470660716
 SNF8,ENSG00000159210,-0.059703077414619
 MESDC2,ENSG00000117899,0.221798585601301
 IKZF5,ENSG00000095574,-0.0243067042341324
 IKZF4,ENSG00000123411,-0.228667861028413
 IKZF1,ENSG00000185811,-0.137968560233847
 IKZF3,ENSG00000161405,-0.0877023283638567
 IKZF2,ENSG00000030419,-0.155531819149746
 C11orf70,ENSG00000137691,0.686984518312884
 C11orf73,ENSG00000149196,0.0429530877364016
 C11orf72,ENSG00000184224,-0.496219196778768
 C11orf74,ENSG00000166352,0.0227568243367579
 TCEAL3,ENSG00000196507,0.400742636221919
 TCEAL2,ENSG00000184905,-0.585309881440273
 TCEAL1,ENSG00000172465,0.478347748653085
 TCEAL7,ENSG00000182916,0.513288097854386
 TCEAL6,ENSG00000204071,-1.80919583808127
 TCEAL5,ENSG00000204065,0.636505179532008
 TCEAL8,ENSG00000180964,0.00191730697009352
 WIZ,ENSG00000011451,-0.0762111652850554
 HMX1,ENSG00000215612,-0.232795871637664
 HMX3,ENSG00000188620,-0.549988916234041
 HMX2,ENSG00000188816,-0.698914313913701
 ESX1,ENSG00000123576,-0.210980996230383
 CACYBP,ENSG00000116161,-0.369804232528717
 PRPS2,ENSG00000101911,-0.110460247574364
 CAND1,ENSG00000111530,-0.143672784878425
 PRPS1,ENSG00000147224,-0.156851100397547
 CDR2,ENSG00000140743,0.0719500468264127
 CDR1,ENSG00000184258,0.503551630100759
 BRPF3,ENSG00000096070,0.0647995747306654
 SYNGR1,ENSG00000100321,0.192611071258089
 BRPF1,ENSG00000156983,-0.233304880509801
 LUZP4,ENSG00000102021,0.481488854464946
 LUZP1,ENSG00000169641,-0.1472919831784
 LUZP2,ENSG00000187398,0.434192627052456
 C8orf82,ENSG00000213563,0.231330457449262
 C8orf87,ENSG00000254318,-0.166499124360034
 C8orf86,ENSG00000196166,0.344718682610519
 CTD-2049J23.3,ENSG00000242107,0.0852789567518847
 UBE2Q1,ENSG00000160714,-0.107715626303582
 UBE2Q2,ENSG00000140367,-0.0800154175460878
 REM1,ENSG00000088320,1.48902235434243
 REM2,ENSG00000139890,-0.334598094565525
 SYNGR2,ENSG00000108639,-0.210705435964977
 C16orf13,ENSG00000130731,0.10795205674085
 C16orf11,ENSG00000161992,-0.987491111220346
 ASS1,ENSG00000130707,0.27788979385846
 ZNF879,ENSG00000234284,-0.114766973214213
 ZNF878,ENSG00000257446,-0.183585787316675
 SPR,ENSG00000116096,-0.0393837270566072
 SPN,ENSG00000197471,-0.174721327184591
 SP8,ENSG00000164651,2.51302943563051
 SP9,ENSG00000217236,-0.666503076160895
 SYNGR4,ENSG00000105467,-0.0963865282162312
 SP1,ENSG00000185591,-0.152683991308741
 SP2,ENSG00000167182,-0.0953655668491856
 SP3,ENSG00000172845,0.363104199401233
 SP4,ENSG00000105866,-0.0915389377291188
 SP5,ENSG00000204335,1.59470046744933
 SP6,ENSG00000189120,1.04035116335473
 SP7,ENSG00000170374,-0.651631405065987
 GOLGA6A,ENSG00000159289,-0.0834449316831864
 GOLIM4,ENSG00000173905,-0.0625372315286366
 KLLN,ENSG00000227268,0.564389514823635
 OVCH2,ENSG00000183378,0.192850994509039
 OVCH1,ENSG00000187950,0.45596340637657
 SPPL2A,ENSG00000138600,0.107322272565063
 SPPL2C,ENSG00000185294,0.334767934378467
 SPPL2B,ENSG00000005206,-0.013017709119691
 UGCG,ENSG00000148154,0.0096202688455763
 ATP2A1,ENSG00000196296,-0.100465586547666
 ATP2A2,ENSG00000174437,-0.348849839365571
 GAP43,ENSG00000172020,-1.12960135102084
 FBXL12,ENSG00000127452,0.15026219662931
 FBXL15,ENSG00000107872,-0.178429837739068
 FBXL14,ENSG00000171823,-0.523253685096141
 FBXL17,ENSG00000145743,-0.173903699869277
 FBXL16,ENSG00000127585,-0.106024209105851
 FAM169A,ENSG00000198780,-0.335478113786116
 FBXL18,ENSG00000155034,-0.446417885729472
 FAM169B,ENSG00000185087,0.340406787982547
 DNAH10OS,ENSG00000250091,-0.576767686657071
 SDK1,ENSG00000146555,1.11176455803638
 GRP,ENSG00000134443,-0.803953380040275
 THSD4,ENSG00000187720,1.66883239875793
 GRN,ENSG00000030582,0.274285410082879
 FAM134C,ENSG00000141699,0.0381465923229002
 FAM134B,ENSG00000154153,1.02986940564375
 FAM134A,ENSG00000144567,0.0734090756396932
 ZNF707,ENSG00000181135,-0.0681611669863067
 AFTPH,ENSG00000119844,-0.150455920546292
 HTR5A-AS1,ENSG00000220575,-0.307931617230457
 RNF114,ENSG00000124226,0.0336770198341023
 RNF112,ENSG00000128482,-0.608474771909614
 ZC3H14,ENSG00000100722,-0.0298439704677318
 PIPOX,ENSG00000179761,-0.239476860212304
 ATP1A4,ENSG00000132681,-0.430702264126891
 ATP1A3,ENSG00000105409,-1.46187619529061
 ATP1A2,ENSG00000018625,-1.43598488065025
 ATP1A1,ENSG00000163399,-0.464322353040249
 SPHK2,ENSG00000063176,-0.254515625070295
 SPHK1,ENSG00000176170,0.544912646246604
 TP53TG3,ENSG00000183632,-0.200534912156792
 IFT80,ENSG00000068885,-0.030173574885808
 NUP98,ENSG00000110713,-0.13987856837101
 XPA,ENSG00000136936,0.119292933286098
 KISS1R,ENSG00000116014,-0.845641250629673
 ATG4C,ENSG00000125703,-0.207350240033923
 ATG4A,ENSG00000101844,-0.265414287190291
 ATG4D,ENSG00000130734,-0.0764020195650338
 GPT2,ENSG00000166123,-1.50935477025273
 NAALAD2,ENSG00000077616,0.795891381203501
 HMG20A,ENSG00000140382,0.00654256511051208
 HMG20B,ENSG00000064961,0.135671031150495
 ZFP82,ENSG00000181007,0.221631288169907
 ZCCHC12,ENSG00000174460,4.22773812345589
 NRXN3,ENSG00000021645,-0.196789727958044
 NRXN2,ENSG00000110076,0.52135354498722
 NRXN1,ENSG00000179915,0.810585613412669
 STAC3,ENSG00000185482,0.724483670243482
 DPYSL4,ENSG00000151640,-0.394065611805621
 DPYSL5,ENSG00000157851,-1.35396898399744
 DPYSL2,ENSG00000092964,-0.307004268082463
 DPYSL3,ENSG00000113657,-0.200710614437062
 PPP6R2,ENSG00000100239,-0.0605187839598246
 TMC4,ENSG00000167608,0.914171247354836
 MYO3A,ENSG00000095777,1.34484603488707
 TMC6,ENSG00000141524,0.0988564378298346
 TMC7,ENSG00000170537,-0.144852390672838
 APIP,ENSG00000149089,-0.00699387886166466
 TMC1,ENSG00000165091,0.763938272217374
 TMC2,ENSG00000149488,-1.37104620724257
 TMC3,ENSG00000188869,2.72077706543411
 TMC8,ENSG00000167895,0.39002309304452
 MLF1,ENSG00000178053,-0.779070373908058
 RSPH9,ENSG00000172426,0.410587383877142
 CFLAR,ENSG00000003402,0.0384744873610405
 RSPH3,ENSG00000130363,-0.297264855849682
 RSPH1,ENSG00000160188,-0.578320587612635
 FANCE,ENSG00000112039,0.299550052946606
 FANCA,ENSG00000187741,-0.184804025418656
 LARP4B,ENSG00000107929,-0.0411374913138733
 ASGR1,ENSG00000141505,-0.0612464488215462
 ASGR2,ENSG00000161944,0.0527988174990432
 API5,ENSG00000166181,-0.111333230182691
 KIAA1199,ENSG00000103888,-0.438481927453658
 HLA-DPA1,ENSG00000231389,0.152939849082397
 KIAA1191,ENSG00000122203,-0.239145792179751
 CA5B,ENSG00000169239,0.958564557695127
 C19orf26,ENSG00000099625,-0.270363613603814
 C19orf24,ENSG00000228300,-0.00806140072114948
 ITGB1BP1,ENSG00000119185,0.368210882720233
 ZAP70,ENSG00000115085,0.538933560543156
 SYNDIG1,ENSG00000101463,1.37187626508091
 HNRNPA1,ENSG00000135486,0.158564514084332
 RAC2,ENSG00000128340,-0.126981662515151
 RAC3,ENSG00000169750,0.106250650600995
 RAC1,ENSG00000136238,-0.0535283524275325
 VCL,ENSG00000035403,0.085168499196189
 CPLX2,ENSG00000145920,-0.738408842145569
 CPLX3,ENSG00000213578,1.04191983536476
 CPLX1,ENSG00000168993,1.08801470412927
 CPLX4,ENSG00000166569,-0.0989376558143349
 VCX,ENSG00000182583,-0.0213205307369324
 PBX4,ENSG00000105717,-0.106486172405127
 PBX2,ENSG00000204304,0.185038231206567
 PBX3,ENSG00000167081,0.818361670127797
 PBX1,ENSG00000185630,0.681523196941865
 AIRE,ENSG00000160224,1.41100261244988
 TUBG2,ENSG00000037042,0.395995589186825
 FAM71F1,ENSG00000135248,-0.254989036099705
 PRAMEF1,ENSG00000116721,-0.00122375413359242
 PRAMEF2,ENSG00000120952,-0.0223120384955255
 FAM71F2,ENSG00000205085,-0.249473827251265
 CLEC14A,ENSG00000176435,0.129838188220165
 UXT,ENSG00000126756,0.0621576961447284
 CLCN3,ENSG00000109572,0.0551155977551052
 CLCN2,ENSG00000114859,-0.299127525300062
 CLCN1,ENSG00000188037,-0.919441893918219
 CLCN7,ENSG00000103249,0.145278287864397
 CLCN6,ENSG00000011021,0.0876297696348019
 CLCN5,ENSG00000171365,-0.279657382799824
 CLCN4,ENSG00000073464,-0.347381086351195
 OR10D3,ENSG00000197309,0.374265099336545
 DNAJA2,ENSG00000069345,-0.226069585946215
 DNAJA3,ENSG00000103423,-0.145470788066345
 DNAJA1,ENSG00000086061,-0.0823036090309145
 DNAJA4,ENSG00000140403,-0.567051361908282
 GALR3,ENSG00000128310,0.457466646410334
 GALR2,ENSG00000182687,-0.388131238603992
 UTRN,ENSG00000152818,-0.0507946746752062
 MRPL24,ENSG00000143314,-0.133821451482551
 MRPL27,ENSG00000108826,-0.0559860695415571
 MRPL21,ENSG00000197345,-0.158624295305749
 MRPL20,ENSG00000242485,-0.192540746489877
 MRPL23,ENSG00000214026,0.0983222141672123
 MRPL22,ENSG00000082515,-0.0762423550716769
 MRPL28,ENSG00000086504,-0.0847188505624332
 NPTX2,ENSG00000106236,-0.121281503800581
 NPTX1,ENSG00000171246,-3.06813123554133
 CHD1L,ENSG00000131778,-0.44129132505082
 RNF130,ENSG00000113269,0.214783395965771
 RAPH1,ENSG00000173166,-0.0161715614035274
 RNF133,ENSG00000188050,0.687844530522894
 RNF135,ENSG00000181481,0.0813514520161533
 RNF138,ENSG00000134758,-0.0514832470538593
 RNF139,ENSG00000170881,-0.217170694028755
 GID4,ENSG00000141034,-0.0763746394603144
 TRMT11,ENSG00000066651,0.0291147741760669
 TSHZ2,ENSG00000182463,0.117313269974436
 TSHZ3,ENSG00000121297,0.186462365015375
 TSHZ1,ENSG00000179981,0.0421797899489383
 GID8,ENSG00000101193,-0.0512779571083304
 TRMT12,ENSG00000183665,-0.307509625669325
 COL4A6,ENSG00000197565,1.30369681277712
 MYO1H,ENSG00000174527,0.352231593824339
 MYO1G,ENSG00000136286,0.115836058701817
 MYO1F,ENSG00000142347,0.207460591214324
 MYO1E,ENSG00000157483,0.0649696655625414
 MYO1D,ENSG00000176658,-0.205431521823688
 MYO1C,ENSG00000197879,0.183961856507085
 MYO1B,ENSG00000128641,-0.0908165988633926
 MYO1A,ENSG00000166866,0.344373889075915
 DENND6B,ENSG00000205593,0.123634764746919
 BCR,ENSG00000186716,-0.25505705242282
 DENND6A,ENSG00000174839,-0.0766186274143643
 PGBD4,ENSG00000182405,-0.569835223119399
 PGBD5,ENSG00000177614,3.00418175318653
 PGBD2,ENSG00000185220,-0.0344570839461554
 PGBD3,ENSG00000243251,-0.0995462593782366
 CTPS1,ENSG00000171793,0.380072953606675
 LGALSL,ENSG00000119862,-0.331421603541643
 SULT6B1,ENSG00000138068,0.0750510094665167
 FAM188A,ENSG00000148481,0.33052445510199
 NEMF,ENSG00000165525,0.0569434366176103
 LGALS9,ENSG00000168961,-0.348713620564608
 LGALS8,ENSG00000116977,-0.369638004175513
 LGALS3,ENSG00000131981,0.47644899266309
 LGALS2,ENSG00000100079,-0.466710067787631
 LGALS1,ENSG00000100097,0.734084578374801
 LGALS7,ENSG00000205076,4.23169606610198
 LGALS4,ENSG00000171747,0.517165398617837
 NMU,ENSG00000109255,2.47267179664805
 NMB,ENSG00000197696,-0.126101347014323
 ELN,ENSG00000049540,0.71762067592478
 MYO16,ENSG00000041515,2.4136142530255
 TRNT1,ENSG00000072756,-0.141980864706101
 NMI,ENSG00000123609,0.0531779809983632
 LPGAT1,ENSG00000123684,0.0171352997436484
 ELL,ENSG00000105656,-0.0572440180959274
 MID1IP1,ENSG00000165175,-0.377006162930162
 C20orf187,ENSG00000125899,-0.0185599217597011
 ILKAP,ENSG00000132323,0.0564356955954416
 WRAP53,ENSG00000141499,-0.0426161392574427
 RMND1,ENSG00000155906,-0.0189072037631972
 TAX1BP1,ENSG00000106052,-0.0984191532582389
 TAX1BP3,ENSG00000213977,0.684067458165698
 PTGS2,ENSG00000073756,-0.568350081145426
 PTGS1,ENSG00000095303,-0.227316672956517
 ZFAND6,ENSG00000086666,-0.13694160536116
 ZFAND5,ENSG00000107372,-0.178266677580597
 ZFAND4,ENSG00000172671,-0.141298330792985
 ZFAND3,ENSG00000156639,-0.0998375642521454
 ZFAND1,ENSG00000104231,0.0994825620435737
 SLC39A12,ENSG00000148482,-1.67325101660759
 SLC39A13,ENSG00000165915,0.0701594603427997
 SLC39A10,ENSG00000196950,-0.162043727127908
 SLC39A11,ENSG00000133195,0.316541747617354
 SLC39A14,ENSG00000104635,-0.302190279499559
 CEP120,ENSG00000168944,-0.165196125286516
 EIF1AX,ENSG00000173674,0.0621625925784693
 EIF1AD,ENSG00000175376,-0.227704859649082
 SMAD4,ENSG00000141646,0.127120977543215
 EVI5,ENSG00000067208,-0.0707264985798109
 NARFL,ENSG00000103245,-0.166578777641277
 SMAD7,ENSG00000101665,0.575130075005183
 MICALCL,ENSG00000133808,-0.0445745179357575
 MYSM1,ENSG00000162601,-0.00871321106704955
 MLYCD,ENSG00000103150,-0.36766259030424
 BMP6,ENSG00000153162,0.143933373107359
 BMP5,ENSG00000112175,-0.458021547468598
 BMP4,ENSG00000125378,1.28556878556995
 BMP3,ENSG00000152785,-2.72137521659683
 BMP2,ENSG00000125845,0.877997348723348
 BMP1,ENSG00000168487,1.13115040081322
 MUS81,ENSG00000172732,0.0936681192921981
 DR1,ENSG00000117505,-0.0469316887204755
 TERF2,ENSG00000132604,-0.137293320310326
 TERF1,ENSG00000147601,-0.104322351649785
 MARCH11,ENSG00000183654,-0.988712028960414
 RASSF8,ENSG00000123094,0.1610855907008
 RASSF1,ENSG00000068028,0.224446920914305
 RASSF3,ENSG00000153179,-0.211829240975061
 RASSF2,ENSG00000101265,-0.181787313666203
 RASSF4,ENSG00000107551,-0.527303921679824
 RASSF7,ENSG00000099849,-0.3994283342848
 RASSF6,ENSG00000169435,0.556648108070525
 CHD1,ENSG00000153922,-0.200954943109077
 CHD3,ENSG00000170004,0.226189053901314
 CHD2,ENSG00000173575,-0.0108118404443515
 CHD5,ENSG00000116254,-0.76750777551355
 CHD4,ENSG00000111642,-0.206329618371906
 CHD7,ENSG00000171316,-0.34588642594847
 CHD9,ENSG00000177200,0.0408336559743327
 CHD8,ENSG00000100888,-0.0940062288870825
 CAP1,ENSG00000131236,-0.315154484947574
 CAP2,ENSG00000112186,-0.599605845999451
 SKIV2L,ENSG00000204351,0.0251651414191243
 TTC5,ENSG00000136319,0.0255999883781693
 TTC4,ENSG00000243725,-0.21310146406292
 TTC6,ENSG00000139865,1.01915463358849
 TTC1,ENSG00000113312,-0.353145560809339
 TTC3,ENSG00000182670,-0.20261522766181
 PIKFYVE,ENSG00000115020,0.0155547266288246
 TTC9,ENSG00000133985,-0.539466061017559
 TTC8,ENSG00000165533,-0.384821329762352
 CAPS,ENSG00000105519,0.0366061664184235
 CHDH,ENSG00000016391,0.526617854595928
 PRDM16,ENSG00000142611,0.129028749078861
 MPG,ENSG00000103152,0.0705403229549524
 PRDM15,ENSG00000141956,-0.0642197111163599
 PRDM12,ENSG00000130711,-0.989682057973247
 PRDM13,ENSG00000112238,0.168702794915935
 PRDM10,ENSG00000170325,0.0528718995109672
 PRDM11,ENSG00000019485,0.566169163597931
 SLC22A31,ENSG00000259803,-0.026419252303128
 MPL,ENSG00000117400,-0.129229139248939
 AVP,ENSG00000101200,-0.043830893774273
 MPI,ENSG00000178802,-0.269918135625371
 POLRMT,ENSG00000099821,-0.183170937428032
 MPZ,ENSG00000158887,0.278604801868387
 GRPEL1,ENSG00000109519,-0.362667184426142
 GRPEL2,ENSG00000164284,-0.449544677727445
 SRGAP2B,ENSG00000196369,0.0388849176051369
 SRGAP2C,ENSG00000171943,-0.42348484652796
 QRSL1,ENSG00000130348,-0.229818765416208
 FAM49A,ENSG00000197872,1.05755951771502
 FAM49B,ENSG00000153310,-0.665558272425903
 ZFP36L1,ENSG00000185650,0.615424365585821
 ZFP36L2,ENSG00000152518,0.300730822843963
 C10orf99,ENSG00000188373,4.66289197246406
 C10orf90,ENSG00000154493,-0.464999229065927
 C10orf91,ENSG00000180066,0.0659172788467042
 C10orf95,ENSG00000120055,-0.281753705216626
 ADH7,ENSG00000196344,0.56188876309754
 ADH6,ENSG00000172955,0.192975314119658
 ADH5,ENSG00000197894,-0.0854266578533421
 ADH4,ENSG00000198099,1.26215195436647
 RMI1,ENSG00000178966,-0.210826051076006
 RMI2,ENSG00000175643,0.218190090416635
 CORO7,ENSG00000262246,-0.17960604985488
 TYMS,ENSG00000176890,0.276324032999338
 TYMP,ENSG00000025708,0.2915815358983
 FAM155A,ENSG00000204442,0.781757281162075
 ACOT11,ENSG00000162390,-0.360146569260432
 ACOT13,ENSG00000112304,-0.309510676497618
 GATAD2B,ENSG00000143614,-0.0919101411040209
 ELTD1,ENSG00000162618,0.150208054468903
 REPIN1,ENSG00000214022,-0.4773584316046
