 gene    name , gene    ENS ,Breast-MammaryTissue
 UBR4,ENSG00000127481,-0.30008707610657
 CCNY,ENSG00000108100,-0.0953160688361916
 CCNF,ENSG00000162063,0.0852361111006643
 TTLL6,ENSG00000170703,-0.103433971885997
 CCNC,ENSG00000112237,0.12545705411137
 CCNO,ENSG00000152669,-0.361007809253868
 CCNH,ENSG00000134480,0.296874017453288
 CCNI,ENSG00000118816,0.0309402623148188
 CCNJ,ENSG00000107443,0.129913011386904
 CCNK,ENSG00000090061,0.035733855881087
 NCKAP5,ENSG00000176771,0.544841088109518
 NCKAP1,ENSG00000061676,-0.139430726557118
 JMY,ENSG00000152409,-0.376113505588665
 INVS,ENSG00000119509,0.0253427814631601
 C16orf62,ENSG00000103544,-0.0790342034739736
 CDC25C,ENSG00000158402,-0.54240012934673
 CDC25A,ENSG00000164045,-0.890101149830163
 UAP1,ENSG00000117143,0.261540276299503
 TMPRSS12,ENSG00000186452,0.278853901270947
 TMPRSS13,ENSG00000137747,1.34743319597615
 ZNF821,ENSG00000102984,-0.517166831121497
 ZNF827,ENSG00000151612,0.179304859986392
 TMPRSS15,ENSG00000154646,-0.00623924860955185
 ZNF829,ENSG00000185869,0.109212845111801
 LRIG3,ENSG00000139263,0.634868597581397
 LRIG2,ENSG00000198799,0.005996043837656
 LRIG1,ENSG00000144749,0.463973555761347
 A1CF,ENSG00000148584,-0.872788999895515
 ACAN,ENSG00000157766,-1.97565303237279
 POT1,ENSG00000128513,0.165636354989674
 AC074212.3,ENSG00000237452,0.067917433492044
 CD302,ENSG00000241399,0.335849417104984
 PM20D1,ENSG00000162877,-0.0748992398224887
 CLHC1,ENSG00000162994,-0.0819473989671292
 LYZL4,ENSG00000157093,-0.101413041484121
 CLPTM1L,ENSG00000049656,0.011408405307035
 LYZL1,ENSG00000120563,-0.161226329418269
 LYZL2,ENSG00000151033,-0.357334358532123
 PIAS2,ENSG00000078043,-0.275849276731304
 PIAS3,ENSG00000131788,0.282209400828935
 PIAS1,ENSG00000033800,-0.154329236315623
 PIAS4,ENSG00000105229,-0.0102099624167667
 ZNF311,ENSG00000197935,0.488594514490594
 TEX38,ENSG00000186118,0.279407923749489
 ZNF316,ENSG00000205903,-0.0225516715118597
 ZNF317,ENSG00000130803,-0.0222066223182596
 ZNF318,ENSG00000171467,-0.113177299353719
 ZNF319,ENSG00000166188,-0.178099002437396
 TEX36,ENSG00000175018,0.128101521093315
 TEX35,ENSG00000240021,-1.19831001450172
 NUPR1L,ENSG00000185290,0.322895785129181
 SAE1,ENSG00000142230,-0.220374876800541
 GPR133,ENSG00000111452,-0.441014865113655
 OTOGL,ENSG00000165899,-0.106992101245243
 AP4M1,ENSG00000221838,0.0887945507424551
 MYLK3,ENSG00000140795,-1.05203857961719
 SLCO1C1,ENSG00000139155,0.397877311190325
 CXCL12,ENSG00000107562,0.857176657663784
 SDHA,ENSG00000073578,-0.0944910078574858
 SDHC,ENSG00000143252,-0.0409494472716778
 SDHB,ENSG00000117118,-0.0245167388151645
 SDHD,ENSG00000204370,0.0939589530044196
 CYP3A43,ENSG00000021461,0.384760667325239
 SMG7,ENSG00000116698,-0.0958958841302408
 DLG2,ENSG00000150672,-2.26915410951373
 DLG5,ENSG00000151208,-0.0339378617666512
 DLG4,ENSG00000132535,-0.697615557431933
 SMG9,ENSG00000105771,-0.0933753509879836
 SMG8,ENSG00000167447,-0.0701240739321941
 FAM114A1,ENSG00000197712,0.228046000685815
 NEUROD2,ENSG00000171532,-1.16498214063553
 GRWD1,ENSG00000105447,0.180957116126479
 FAM114A2,ENSG00000055147,0.185559046075647
 PQLC1,ENSG00000122490,-0.0786285463901514
 IFNK,ENSG00000147896,-0.0729311169091062
 LHB,ENSG00000104826,-0.347057601473813
 IFNG,ENSG00000111537,-0.0278504515260968
 IFNE,ENSG00000184995,-0.736735467940557
 GLS2,ENSG00000135423,-0.965295380228355
 GMIP,ENSG00000089639,0.106185051726215
 R3HCC1L,ENSG00000166024,0.0942323504614118
 ADRA1B,ENSG00000170214,-0.114092194115481
 ADRA1D,ENSG00000171873,0.0481388111536158
 HSFY2,ENSG00000169953,-0.14416175509014
 SAP25,ENSG00000205307,-0.326002811039162
 CAPZB,ENSG00000077549,-0.0837431705549963
 GABRG3,ENSG00000182256,-0.00934834024995667
 GABRG2,ENSG00000113327,-1.35713565293391
 GABRG1,ENSG00000163285,-1.44807209758777
 TEX30,ENSG00000151287,0.0540610982033425
 C1orf27,ENSG00000157181,7.56236999159629e-05
 C1orf21,ENSG00000116667,0.13804415966846
 TEX37,ENSG00000172073,-0.311771335699363
 KIF21B,ENSG00000116852,-0.315371096451862
 AHSA2,ENSG00000173209,0.26422836469742
 PPP1R3F,ENSG00000049769,-0.97794890379934
 METTL24,ENSG00000053328,-0.588659809633449
 PPP1R3D,ENSG00000132825,0.00722509931966108
 GLMN,ENSG00000174842,-0.353037266765158
 GSTO2,ENSG00000065621,0.0924553097830611
 GSTO1,ENSG00000148834,-0.160847988830231
 TTC33,ENSG00000113638,-0.120245604610729
 TTC32,ENSG00000183891,-0.0171948254950156
 TTC31,ENSG00000115282,0.0677532009133604
 TTC37,ENSG00000198677,-0.0850981766352405
 TTC36,ENSG00000172425,1.31699049284592
 TTC34,ENSG00000215912,0.231993694625165
 EEF1A1,ENSG00000156508,0.364408944708228
 EEF1A2,ENSG00000101210,-1.75302991073654
 FRMPD4,ENSG00000169933,-0.285346905785812
 FRMPD1,ENSG00000070601,-0.33499495444397
 FRMPD3,ENSG00000147234,-2.0791412203715
 FRMPD2,ENSG00000170324,1.03471712751351
 FYCO1,ENSG00000163820,-0.160025314563227
 PDE10A,ENSG00000112541,0.471967935719312
 GEMIN8,ENSG00000046647,0.127644165689618
 GTF2H2C,ENSG00000183474,-0.0419212720881434
 ENHO,ENSG00000168913,-0.849549571935924
 GEMIN6,ENSG00000152147,-0.0724085565081618
 RAB2B,ENSG00000129472,0.0308157271548005
 GEMIN4,ENSG00000179409,0.00448206147871987
 GEMIN5,ENSG00000082516,0.076656276909952
 BPIFC,ENSG00000184459,-1.7721841239969
 KRBA1,ENSG00000133619,-0.174039482460351
 KRBA2,ENSG00000184619,0.15970349966746
 ZWINT,ENSG00000122952,-0.0634558070261999
 MCRS1,ENSG00000187778,-0.251348162748999
 MLKL,ENSG00000168404,0.675286270228148
 AC092835.2,ENSG00000233757,-0.187792025452431
 RP11-553A10.1,ENSG00000206532,-0.773515188395707
 KIF18A,ENSG00000121621,0.0671792310299144
 KIF18B,ENSG00000186185,-0.625802831416899
 CLEC10A,ENSG00000132514,0.437570539269351
 PPP1R36,ENSG00000165807,0.249110499192922
 MLK4,ENSG00000143674,0.00969821532713367
 KIAA1239,ENSG00000174145,1.2525084137956
 TGM1,ENSG00000092295,-1.18584259962304
 TGM2,ENSG00000198959,-0.594537829897497
 TGM3,ENSG00000125780,-1.16383773952644
 TGM4,ENSG00000163810,-0.441448902789744
 TGM6,ENSG00000166948,-0.607584070164834
 SMG5,ENSG00000198952,-0.339680257576664
 CRYBB3,ENSG00000100053,-0.0602690270462907
 EIF3H,ENSG00000147677,0.141138347670837
 EIF3I,ENSG00000084623,0.15565621035539
 EIF3J,ENSG00000104131,-0.0261366828126814
 EIF3K,ENSG00000178982,0.112307154610478
 EIF3L,ENSG00000100129,0.139356429728427
 EIF3M,ENSG00000149100,0.0534044302908873
 SLX1A,ENSG00000132207,0.0184171359899677
 EIF3A,ENSG00000107581,0.0707442877986476
 EIF3B,ENSG00000106263,0.101208113605816
 BTN3A1,ENSG00000026950,0.283997635154219
 OR5AC2,ENSG00000196578,-0.111487010479377
 EIF3E,ENSG00000104408,0.316701118520692
 EIF3F,ENSG00000175390,0.11640904896416
 EIF3G,ENSG00000130811,0.202981193384231
 MKKS,ENSG00000125863,-0.239154561646771
 NOL11,ENSG00000130935,0.0462210949528852
 NOL10,ENSG00000115761,0.194957722172478
 NOL12,ENSG00000100101,-0.162362815627536
 BARD1,ENSG00000138376,-0.0201822602692771
 ARFGAP1,ENSG00000101199,-0.160781796367629
 UBTD2,ENSG00000168246,0.0518845121468055
 UBTD1,ENSG00000165886,-0.116476254970909
 MYCBPAP,ENSG00000136449,-0.0937448224923901
 TUBD1,ENSG00000108423,-0.109933751221082
 CA11,ENSG00000063180,-0.790132255669178
 CA10,ENSG00000154975,-1.90310449825715
 SDSL,ENSG00000139410,-0.0370676861499448
 RALB,ENSG00000144118,0.150844286812444
 RALA,ENSG00000006451,0.188843031528709
 RP11-351M8.1,ENSG00000259649,0.0905440185193333
 ISX,ENSG00000175329,-0.294495344937351
 OR10G3,ENSG00000169208,-0.0704037256889043
 DBF4B,ENSG00000161692,-0.22944290638004
 DNAJB9,ENSG00000128590,-0.0544558845811412
 DNAJB8,ENSG00000179407,-0.263281281666126
 DNAJB2,ENSG00000135924,-0.503089440884014
 DNAJB1,ENSG00000132002,-0.412138031021801
 ERCC6L,ENSG00000186871,-0.173243158557654
 DNAJB7,ENSG00000172404,-0.149431253634139
 DNAJB6,ENSG00000105993,-0.0687752427783507
 DNAJB5,ENSG00000137094,-0.734619283718495
 DNAJB4,ENSG00000162616,-0.0708039626586375
 GPATCH11,ENSG00000152133,0.371578611725648
 AMDHD2,ENSG00000162066,0.137363072140301
 RP1-32I10.10,ENSG00000220702,-0.281382457164068
 DIDO1,ENSG00000101191,-0.0676096652472003
 GRIK1,ENSG00000171189,-0.142582850731297
 GRIK2,ENSG00000164418,-2.01460430722083
 GRIK3,ENSG00000163873,0.371286866603826
 GRIK4,ENSG00000149403,-1.41316645770513
 GRIK5,ENSG00000105737,-1.70847941581904
 RNF149,ENSG00000163162,0.00515964081987204
 RNF148,ENSG00000235631,0.38743285571687
 SGSH,ENSG00000181523,0.3810014185588
 RNF141,ENSG00000110315,-0.345017931457338
 RNF145,ENSG00000145860,-0.1633515795494
 GRSF1,ENSG00000132463,-0.237380363925268
 NENF,ENSG00000117691,-0.110319568820894
 ASAH2B,ENSG00000204147,-0.243471862398202
 XCR1,ENSG00000173578,-0.495496928363413
 XPR1,ENSG00000143324,0.192546855896018
 NFXL1,ENSG00000170448,-0.0617824872815243
 GREM2,ENSG00000180875,0.669613580996049
 GREM1,ENSG00000166923,0.0822260404096492
 PADI1,ENSG00000142623,-1.99829758692052
 PADI3,ENSG00000142619,1.22523969892588
 PADI2,ENSG00000117115,0.800215648104737
 PADI4,ENSG00000159339,-0.0725325787943898
 ZPLD1,ENSG00000170044,0.417349695635211
 GSTP1,ENSG00000084207,0.0207089032733966
 TWISTNB,ENSG00000105849,0.0916827903054885
 ATP6V1C2,ENSG00000143882,-0.0508773056657895
 ATP6V1C1,ENSG00000155097,-0.151977557845787
 VPS37B,ENSG00000139722,0.364669348505713
 UNK,ENSG00000132478,0.155257629844967
 PPP1R3G,ENSG00000219607,0.256176290672247
 TOMM7,ENSG00000196683,0.155424355588198
 PPP1R3E,ENSG00000235194,-0.531250650977068
 TOMM5,ENSG00000175768,0.0160548130009409
 PPP1R3C,ENSG00000119938,-0.947232089785808
 PPP1R3B,ENSG00000173281,0.538912824811804
 PPP1R3A,ENSG00000154415,-1.02226419126692
 SYNE4,ENSG00000181392,0.936556119018727
 NSG1,ENSG00000168824,-1.43777435746713
 NSG2,ENSG00000170091,-1.8376363283937
 NTAN1,ENSG00000157045,0.215438985613761
 TBXAS1,ENSG00000059377,-0.0679527092410029
 PPP1R37,ENSG00000104866,-0.157557940738072
 PPP1R35,ENSG00000160813,0.0852944798675496
 PPP1R32,ENSG00000162148,0.156219169093111
 INPP5A,ENSG00000068383,-0.615232273204148
 INPP5B,ENSG00000204084,-0.0579921546193547
 INPP5D,ENSG00000168918,0.348060576896544
 INPP5E,ENSG00000148384,0.0438153347153434
 INPP5F,ENSG00000198825,-0.78679617161835
 INPP5J,ENSG00000185133,0.305869417274574
 INPP5K,ENSG00000132376,0.10268862064494
 MSANTD4,ENSG00000170903,-0.302960634858682
 MSANTD1,ENSG00000188981,-0.623879515210817
 MSANTD2,ENSG00000120458,0.0886894298621118
 MSANTD3,ENSG00000066697,-0.227782802945451
 CNST,ENSG00000162852,-0.14883825135297
 VPS37D,ENSG00000176428,-0.17906624124455
 VPS37C,ENSG00000167987,-0.003915731997525
 VPS37A,ENSG00000155975,-0.0771800146963843
 GUCA2A,ENSG00000197273,0.145328376121979
 GUCA2B,ENSG00000044012,-0.545931489379133
 HOMEZ,ENSG00000215271,0.110099349541496
 COL12A1,ENSG00000111799,0.718529861344859
 CHIA,ENSG00000134216,-0.758159692530785
 CASK,ENSG00000147044,0.0630050208906138
 CAST,ENSG00000153113,0.172076865430774
 CASR,ENSG00000036828,-0.235897428051694
 CLEC1A,ENSG00000150048,0.981224365368401
 UAP1L1,ENSG00000197355,0.00792128750541639
 ADAM20,ENSG00000134007,-0.215873524763887
 ADAM23,ENSG00000114948,-1.14938726539599
 ADAM22,ENSG00000008277,-0.734302615544126
 ADAM29,ENSG00000168594,-0.486946251879002
 ADAM28,ENSG00000042980,-0.37760018593091
 TMSB15A,ENSG00000158164,-0.235996205128946
 MMEL1,ENSG00000142606,0.757856867144538
 TTF2,ENSG00000116830,0.138876675587129
 TTF1,ENSG00000125482,0.030446188563575
 ZNF544,ENSG00000198131,-0.118891603522022
 KRTAP8-1,ENSG00000183640,-0.309014702531197
 RP11-389E17.1,ENSG00000231171,-0.172926214705159
 CBR4,ENSG00000145439,-0.14367128922376
 CBR1,ENSG00000159228,-0.606366471592556
 MTRNR2L12,ENSG00000269028,-0.293007683908226
 CBR3,ENSG00000159231,0.396082689125453
 MTRNR2L10,ENSG00000256045,-0.574423882434026
 ANXA1,ENSG00000135046,1.28155640839677
 ANXA3,ENSG00000138772,1.29764533972872
 ANXA2,ENSG00000182718,0.835306370222872
 ANXA5,ENSG00000164111,0.411032516918068
 ANXA4,ENSG00000196975,0.128344744134082
 ANXA7,ENSG00000138279,0.043730129100716
 ANXA6,ENSG00000197043,0.394402070953204
 ANXA9,ENSG00000143412,-0.520818660473527
 MEST,ENSG00000106484,1.11349539661487
 POU5F1,ENSG00000204531,0.419686842222346
 SASS6,ENSG00000156876,0.0720549137310297
 POU5F2,ENSG00000248483,-0.177655474602184
 ZNF541,ENSG00000118156,0.566991297373351
 HEPACAM,ENSG00000165478,0.878121946477379
 M6PR,ENSG00000003056,0.063421465683774
 SSX5,ENSG00000165583,-0.482974961208556
 SSX2,ENSG00000241476,-0.245838272714352
 SSX3,ENSG00000165584,-0.039797910379127
 USH2A,ENSG00000042781,-0.515967378475174
 SSX1,ENSG00000126752,-0.355904265258341
 MRGBP,ENSG00000101189,-0.0301079124737662
 MDS2,ENSG00000197880,-1.15627537662963
 CPT2,ENSG00000157184,-0.156969119651309
 PF4V1,ENSG00000109272,-0.365270659253673
 PYGB,ENSG00000100994,0.019003479019234
 PYGL,ENSG00000100504,0.733335809432515
 PYGM,ENSG00000068976,-0.558758009113495
 PFAS,ENSG00000178921,0.320671728859153
 RAB27A,ENSG00000069974,0.149970669063712
 BAMBI,ENSG00000095739,0.113637785904504
 PMS1,ENSG00000064933,0.0825937511215575
 PMS2,ENSG00000122512,-0.0886467204589098
 KIAA0930,ENSG00000100364,-0.148945410755097
 MST1R,ENSG00000164078,0.370080671910407
 HUNK,ENSG00000142149,0.606172325092829
 GRIP1,ENSG00000155974,-0.79690519149347
 GRIP2,ENSG00000144596,-0.254183724596597
 SLC19A2,ENSG00000117479,0.524257808386248
 SLC19A3,ENSG00000135917,1.5054187686161
 SLC19A1,ENSG00000173638,-0.179478249883902
 MIS12,ENSG00000167842,0.0449317902266055
 MED12L,ENSG00000144893,-0.525093396696316
 NXF5,ENSG00000126952,0.277789399318145
 PHTF2,ENSG00000006576,-0.276238390999769
 FAF1,ENSG00000185104,0.0210284075053266
 PGM5,ENSG00000154330,0.0870690777826877
 FAF2,ENSG00000113194,-0.0357742445542898
 PGM1,ENSG00000079739,0.207433838190661
 PGM2,ENSG00000169299,0.031702075034199
 PGM3,ENSG00000013375,-0.168716468294164
 CDC27,ENSG00000004897,0.133135658087941
 CDC26,ENSG00000176386,0.0856107275668815
 HOXD12,ENSG00000170178,-0.656736409273437
 HOXD13,ENSG00000128714,0.165300314317921
 HOXD10,ENSG00000128710,1.54967071882892
 HOXD11,ENSG00000128713,-0.198236669928686
 SHBG,ENSG00000129214,-0.413934211573203
 FAM150A,ENSG00000196711,-1.07372677378301
 FAM150B,ENSG00000189292,0.916290082653729
 LIN54,ENSG00000189308,-0.231739066477756
 LIN52,ENSG00000205659,0.0125134911446201
 UBQLNL,ENSG00000175518,0.155141761277777
 RPL35A,ENSG00000182899,0.443267538322271
 GCN1L1,ENSG00000089154,0.0343063500039151
 PPP1R12A,ENSG00000058272,0.115650731603394
 PPP1R12B,ENSG00000077157,-0.218390911220079
 PPP1R12C,ENSG00000125503,-0.0365728883007617
 PGPEP1L,ENSG00000183571,-0.334515994718513
 BCAP31,ENSG00000185825,0.228337344280345
 VPS36,ENSG00000136100,0.037054165582325
 VPS39,ENSG00000166887,-0.194289186947179
 TAS2R43,ENSG00000255374,0.510484693011384
 TAS2R42,ENSG00000186136,-0.00846383929559697
 TAS2R40,ENSG00000221937,-0.324035691377886
 TAS2R46,ENSG00000226761,-0.142288416027324
 KCTD3,ENSG00000136636,0.230466787181026
 KCTD2,ENSG00000180901,-0.542578716873365
 KCTD1,ENSG00000134504,-0.120508190534297
 KCTD7,ENSG00000243335,-0.350563379459326
 KCTD6,ENSG00000168301,-0.278762739420023
 KCTD5,ENSG00000167977,-0.159435663745575
 KCTD9,ENSG00000104756,0.315695457330702
 KCTD8,ENSG00000183783,-2.08914456997289
 GLTSCR1L,ENSG00000112624,0.0957925578321666
 SLC38A11,ENSG00000169507,-0.674162653473868
 SLC38A10,ENSG00000157637,0.0665553975248362
 PXN,ENSG00000089159,0.464919019571869
 ESF1,ENSG00000089048,0.0702787268637535
 BRAP,ENSG00000089234,-0.0891414822432192
 ZBTB32,ENSG00000011590,-0.220514581358323
 UPF3A,ENSG00000169062,0.0362866898220269
 BRAF,ENSG00000157764,0.0352255605157122
 ADAM21,ENSG00000139985,0.0346306343079225
 IFITM10,ENSG00000244242,0.105511510330493
 ZFYVE19,ENSG00000166140,-0.00590501374494838
 NTNG1,ENSG00000162631,-2.44876917014853
 NTNG2,ENSG00000196358,-2.05767838834475
 THY1,ENSG00000154096,0.00678075258408849
 OPN1SW,ENSG00000128617,-0.116846392882743
 TNS3,ENSG00000136205,-0.418017648777061
 TRAF3IP1,ENSG00000204104,-0.0168654105329324
 ANGPTL7,ENSG00000171819,0.751057587598057
 ANGPTL6,ENSG00000130812,-0.825841121228246
 ANGPTL5,ENSG00000187151,-0.108001765639688
 ANGPTL3,ENSG00000132855,-0.447484353518288
 ANGPTL2,ENSG00000136859,0.83258443632276
 ANGPTL1,ENSG00000116194,0.74523030050119
 MMP14,ENSG00000157227,0.791595263827083
 MMP15,ENSG00000102996,-0.0580516767217702
 MMP16,ENSG00000156103,0.866411764688024
 MMP17,ENSG00000198598,0.00820087501912302
 MMP10,ENSG00000166670,-0.099711768422334
 MMP11,ENSG00000099953,0.114686801758578
 MMP13,ENSG00000137745,0.849963809911632
 MMP19,ENSG00000123342,1.3992980198357
 TMSB15B,ENSG00000158427,0.234653403568264
 CDAN1,ENSG00000140326,-0.11111894458728
 KCNK18,ENSG00000186795,-0.288930090489151
 KCNK16,ENSG00000095981,-0.525090033347926
 KCNK17,ENSG00000124780,-0.526885151927081
 KCNK15,ENSG00000124249,1.01451756661361
 KCNK12,ENSG00000184261,-1.18942107097318
 ZC2HC1C,ENSG00000119703,-0.187058583518167
 KCNK10,ENSG00000100433,-2.07618757791685
 ZC2HC1A,ENSG00000104427,-0.0275265014981344
 MMACHC,ENSG00000132763,0.0629395543844735
 FAM199X,ENSG00000123575,-0.03883398837484
 NAPSA,ENSG00000131400,-0.682765048083893
 C14orf180,ENSG00000184601,1.2399447774872
 C14orf183,ENSG00000168260,-0.491020894593317
 C14orf182,ENSG00000214900,-0.134411105051319
 TCN1,ENSG00000134827,3.52081624809737
 TCN2,ENSG00000185339,0.626647083027421
 GPRC5D,ENSG00000111291,-0.381545062019383
 GPRC5A,ENSG00000013588,1.24352566777387
 TSC1,ENSG00000165699,-0.160019631325675
 SCLT1,ENSG00000151466,0.046583610022061
 ALG1L,ENSG00000189366,-0.95839623675698
 CPOX,ENSG00000080819,-0.145456511116679
 ALG10,ENSG00000139133,0.285676467949012
 ALG11,ENSG00000253710,0.187496170409521
 ALG12,ENSG00000182858,-0.0480607170993699
 ALG14,ENSG00000172339,0.0409949432302525
 RIOK2,ENSG00000058729,0.0246133223845736
 RIOK3,ENSG00000101782,-0.126792615313611
 RIOK1,ENSG00000124784,0.155777596437981
 PRDX4,ENSG00000123131,0.209741035551642
 BANF1,ENSG00000175334,-0.0266303799182876
 BANF2,ENSG00000125888,-0.733161451121362
 RNF157,ENSG00000141576,-0.143503681536991
 AHSP,ENSG00000169877,0.0320328843651621
 ATP5O,ENSG00000241837,-0.0545946455720202
 AHSG,ENSG00000145192,-0.323432367840822
 SHISA4,ENSG00000198892,-0.837464798897756
 TMEM212,ENSG00000186329,0.0956263085574702
 TMEM211,ENSG00000206069,0.274137660220475
 SHISA7,ENSG00000187902,-1.39535267903651
 SHISA2,ENSG00000180730,0.462132765226834
 SHISA3,ENSG00000178343,0.0187513785477965
 KRT40,ENSG00000204889,1.17644766175642
 IL37,ENSG00000125571,-0.528146183879015
 IL34,ENSG00000157368,0.13760812734975
 IL32,ENSG00000008517,0.550259784270154
 IL33,ENSG00000137033,0.488012486937265
 IL31,ENSG00000204671,-0.18936643271305
 NKPD1,ENSG00000179846,-0.109263630602535
 HMBOX1,ENSG00000147421,-0.0897292180625168
 COX14,ENSG00000178449,0.411433246571216
 SHISA9,ENSG00000237515,-0.762661872229234
 CAMK2N2,ENSG00000163888,-1.84483104074075
 CAMK2N1,ENSG00000162545,-0.371276443599762
 HYOU1,ENSG00000149428,-0.17787120956205
 GTSF1L,ENSG00000124196,0.017316140595053
 SAYSD1,ENSG00000112167,0.219294336951
 SPDYE4,ENSG00000183318,-0.701849705494822
 ERAP2,ENSG00000164308,0.190708771371279
 NMRK2,ENSG00000077009,-0.818811799039336
 NMRK1,ENSG00000106733,-0.0400905754482092
 PLA2G1B,ENSG00000170890,0.0552385379541368
 DDX58,ENSG00000107201,0.227226228590848
 DENR,ENSG00000139726,0.0590479868072945
 DDX50,ENSG00000107625,0.147003122487162
 DDX51,ENSG00000185163,-0.00568164870944711
 DDX56,ENSG00000136271,-0.0672111541729678
 ZNF165,ENSG00000197279,0.396497570594035
 GATS,ENSG00000239521,-0.803833543733349
 GATM,ENSG00000171766,-1.34706269915976
 GATC,ENSG00000257218,-0.0299038159554034
 NUP62,ENSG00000213024,-0.0520405837232265
 EGLN3,ENSG00000129521,-0.593026768954585
 DNAH3,ENSG00000158486,-0.893799478815114
 PLA2G16,ENSG00000176485,1.00700182457987
 DNAH1,ENSG00000114841,0.0204927077493644
 DNAH6,ENSG00000115423,0.490532931946795
 DNAH7,ENSG00000118997,-0.135619088314124
 DNAH5,ENSG00000039139,1.41980965118946
 DNAH8,ENSG00000124721,-0.950374937067931
 DNAH9,ENSG00000007174,-0.0975365081753121
 RP11-211G3.3,ENSG00000228804,0.446129320900486
 GPR17,ENSG00000144230,0.186664961737242
 TPM4,ENSG00000167460,0.4913327606225
 LAG3,ENSG00000089692,-0.367214260182628
 HSD17B11,ENSG00000198189,0.429518827980341
 HSD17B14,ENSG00000087076,-0.459471074603212
 GNB5,ENSG00000069966,-0.176856944313069
 GNB4,ENSG00000114450,0.222404360243623
 GNB3,ENSG00000111664,-0.402282669519719
 GNB2,ENSG00000172354,0.0509551469268823
 GPR18,ENSG00000125245,-0.189821479521604
 PARD3B,ENSG00000116117,0.188196986199046
 CKAP2L,ENSG00000169607,-0.644617443916113
 CDCP1,ENSG00000163814,0.653355535843699
 TBC1D10B,ENSG00000169221,-0.130501006073656
 ETFB,ENSG00000105379,0.201433418933278
 GTF2A1,ENSG00000165417,-0.0667705906823277
 IL18BP,ENSG00000137496,0.191987344818776
 RPE,ENSG00000197713,0.075031452363278
 RP1,ENSG00000104237,2.01032033483856
 RP9,ENSG00000164610,-0.185192951546695
 CALD1,ENSG00000122786,0.252992401565399
 CSTF1,ENSG00000101138,-0.0390878577175382
 CSTF3,ENSG00000176102,-0.214439606244768
 CSTF2,ENSG00000101811,-0.15262926627497
 SYMPK,ENSG00000125755,-0.145629160869163
 TNMD,ENSG00000000005,2.00031165656814
 SOX30,ENSG00000039600,-0.22787880783792
 SERPINC1,ENSG00000117601,-0.325886765514549
 CLN6,ENSG00000128973,0.0449898156858414
 CLN5,ENSG00000102805,0.0405707768520204
 CLN8,ENSG00000182372,-0.272091596714324
 TJP2,ENSG00000119139,0.165760777334959
 CLNK,ENSG00000109684,-0.786638514751233
 ACSM2A,ENSG00000183747,0.994919135562822
 GCSAML,ENSG00000169224,-0.116114453947748
 OR51I1,ENSG00000167359,-0.424487024184083
 OR51I2,ENSG00000187918,0.432892841206349
 PPAN,ENSG00000130810,0.219222202581834
 HRAS,ENSG00000174775,-0.258592575155747
 OR7A5,ENSG00000188269,1.12020093028378
 KRTAP9-8,ENSG00000187272,-0.373717409811712
 KRTAP9-9,ENSG00000198083,-0.641750082054499
 KRTAP9-2,ENSG00000239886,-0.346086901009608
 KRTAP9-3,ENSG00000204873,-0.31018131061238
 KRTAP9-4,ENSG00000241595,-0.513573226406583
 KRTAP9-6,ENSG00000212659,-0.358141255691449
 KRTAP9-7,ENSG00000180386,-0.545106582935658
 JMJD1C,ENSG00000171988,0.273700738050679
 OR52I1,ENSG00000232268,-0.463483020173486
 DTNBP1,ENSG00000047579,-0.135778178154868
 CDC14B,ENSG00000081377,0.11477473076278
 CDC14A,ENSG00000079335,0.420783784752422
 GPR171,ENSG00000174946,-0.302330860474965
 GPR174,ENSG00000147138,0.524946474792744
 GPR176,ENSG00000166073,-0.28670716196192
 MEIOB,ENSG00000162039,-1.3822234435066
 SH3YL1,ENSG00000035115,-0.0492907691762717
 ZNF233,ENSG00000159915,-0.507391379236939
 RAX,ENSG00000134438,-1.19644326807236
 CEACAM21,ENSG00000007129,0.183554120525882
 SS18L2,ENSG00000008324,-0.114717134669078
 SS18L1,ENSG00000184402,-0.289539711855662
 UCHL5,ENSG00000116750,-0.12599002227416
 UCHL1,ENSG00000154277,-1.15622934201786
 UCHL3,ENSG00000118939,-0.12503174399719
 RARRES2,ENSG00000106538,0.948996741871066
 RARRES3,ENSG00000133321,0.623905966704153
 RARRES1,ENSG00000118849,1.30738853587142
 ZNF404,ENSG00000176222,-0.313145419559412
 ZNF407,ENSG00000215421,-0.0487206027336932
 ZNF408,ENSG00000175213,-0.0167695526279699
 ARPC5L,ENSG00000136950,-0.285404879127039
 RP11-105C20.2,ENSG00000260240,-0.0463329005343438
 PRELID1,ENSG00000169230,0.235972449209179
 PRELID2,ENSG00000186314,0.610043301568543
 FAM171B,ENSG00000144369,-0.261237599187173
 KIAA0247,ENSG00000100647,0.338437658053564
 PPP6R3,ENSG00000110075,0.0148137816751451
 EFCAB7,ENSG00000203965,-0.0837372471455028
 EFCAB6,ENSG00000186976,0.262866804813765
 SETD1A,ENSG00000099381,0.0167632021020999
 SETD1B,ENSG00000139718,0.0657383287951677
 NIM1,ENSG00000177453,-0.93863996884473
 TLX1NB,ENSG00000236311,-0.0988855295302176
 SIAE,ENSG00000110013,-0.262669516091952
 LETM1,ENSG00000168924,-0.0836153840302055
 GRTP1,ENSG00000139835,0.391882000277273
 LETM2,ENSG00000165046,0.0403187836589507
 PXDN,ENSG00000130508,0.849513856592731
 LANCL2,ENSG00000132434,-0.362078519660267
