 gene    name , gene    ENS ,Skin-SunExposed(Lowerleg)
 BRAF,ENSG00000157764,-0.0228960676755649
 ADAM21,ENSG00000139985,-0.724892305703174
 IFITM10,ENSG00000244242,0.839520567673221
 ZFYVE19,ENSG00000166140,-0.106302184695624
 NTNG1,ENSG00000162631,-1.10179850334815
 NTNG2,ENSG00000196358,-0.818989214246607
 THY1,ENSG00000154096,-0.192582962765462
 OPN1SW,ENSG00000128617,-0.0908910466884814
 TNS3,ENSG00000136205,-0.0884477713675147
 TRAF3IP1,ENSG00000204104,-0.179881831819242
 ANGPTL7,ENSG00000171819,0.734124625194576
 ANGPTL6,ENSG00000130812,-0.200022853381511
 ANGPTL5,ENSG00000187151,2.24586611427421
 ANGPTL3,ENSG00000132855,-0.494350946522843
 ANGPTL2,ENSG00000136859,0.71216303141689
 ANGPTL1,ENSG00000116194,0.326452452741094
 MMP14,ENSG00000157227,1.83104048012526
 MMP15,ENSG00000102996,-0.149355538476257
 MMP16,ENSG00000156103,-0.933062827126368
 MMP17,ENSG00000198598,0.246050980840741
 MMP10,ENSG00000166670,0.552174289493109
 MMP11,ENSG00000099953,0.467392544608088
 MMP13,ENSG00000137745,0.738477212265288
 MMP19,ENSG00000123342,0.925482051203787
 TMSB15B,ENSG00000158427,-0.216278561393647
 CDAN1,ENSG00000140326,-0.00716685534315828
 KCNK18,ENSG00000186795,0.132541710341036
 KCNK16,ENSG00000095981,-0.169157790004607
 KCNK17,ENSG00000124780,-1.81213577071934
 KCNK15,ENSG00000124249,0.660540179241756
 KCNK12,ENSG00000184261,-0.902480877735199
 ZC2HC1C,ENSG00000119703,-0.795040916039965
 KCNK10,ENSG00000100433,-0.650813973845098
 ZC2HC1A,ENSG00000104427,0.183585420153744
 MMACHC,ENSG00000132763,-0.102613706571389
 FAM199X,ENSG00000123575,-0.455758583075609
 NAPSA,ENSG00000131400,0.300507831183966
 C14orf180,ENSG00000184601,-0.0475811552036819
 C14orf183,ENSG00000168260,-0.454977238528824
 C14orf182,ENSG00000214900,0.982814766877318
 TCN1,ENSG00000134827,0.926061138929726
 TCN2,ENSG00000185339,-0.166529998964555
 GPRC5D,ENSG00000111291,1.17458443023946
 GPRC5A,ENSG00000013588,1.13578066370578
 TSC1,ENSG00000165699,0.0802078510048618
 SCLT1,ENSG00000151466,-0.547508582785702
 ALG1L,ENSG00000189366,1.32780183720128
 CPOX,ENSG00000080819,-0.399862778187392
 ALG10,ENSG00000139133,0.0994292750788228
 ALG11,ENSG00000253710,0.0791495493252495
 ALG12,ENSG00000182858,0.0402150997259742
 ALG14,ENSG00000172339,-0.170874613290283
 RIOK2,ENSG00000058729,-0.0691566484990467
 RIOK3,ENSG00000101782,0.256243610275392
 RIOK1,ENSG00000124784,0.149100970255098
 PRDX4,ENSG00000123131,0.229163040263285
 BANF1,ENSG00000175334,-0.373515035498956
 BANF2,ENSG00000125888,-0.203540541742714
 RNF157,ENSG00000141576,-1.78631225477535
 AHSP,ENSG00000169877,0.117472670378385
 ATP5O,ENSG00000241837,-0.125388153357737
 AHSG,ENSG00000145192,0.29697566369733
 SHISA4,ENSG00000198892,-1.15877444610102
 TMEM212,ENSG00000186329,-0.474456644096475
 TMEM211,ENSG00000206069,2.92500797555732
 SHISA7,ENSG00000187902,-1.43545185297815
 SHISA2,ENSG00000180730,0.0426553895954769
 SHISA3,ENSG00000178343,-0.882911846425373
 KRT40,ENSG00000204889,2.04028521397219
 IL37,ENSG00000125571,8.03842598703323
 IL34,ENSG00000157368,2.11162769816622
 IL32,ENSG00000008517,-0.717154281643931
 IL33,ENSG00000137033,-0.541392753918841
 IL31,ENSG00000204671,0.0557202873828097
 NKPD1,ENSG00000179846,3.86789647721044
 HMBOX1,ENSG00000147421,0.0212406078717284
 COX14,ENSG00000178449,-0.439904338260574
 SHISA9,ENSG00000237515,-0.850148978618188
 CAMK2N2,ENSG00000163888,-1.42818595150037
 CAMK2N1,ENSG00000162545,-0.883294933549655
 HYOU1,ENSG00000149428,-0.486772065474908
 GTSF1L,ENSG00000124196,-0.149887491820054
 SAYSD1,ENSG00000112167,-0.0590174618927375
 SPDYE4,ENSG00000183318,0.869860636423589
 ERAP2,ENSG00000164308,-0.110750987440377
 NMRK2,ENSG00000077009,-1.05535238961979
 NMRK1,ENSG00000106733,-0.018942883943529
 PLA2G1B,ENSG00000170890,-1.67528893325373
 DDX58,ENSG00000107201,0.386573087459438
 DENR,ENSG00000139726,-0.120615919464077
 DDX50,ENSG00000107625,-0.190511973737869
 DDX51,ENSG00000185163,0.257146882306774
 DDX56,ENSG00000136271,0.0888862744696367
 ZNF165,ENSG00000197279,-0.524770725253747
 GATS,ENSG00000239521,-0.911893192087354
 GATM,ENSG00000171766,0.0300850527820697
 GATC,ENSG00000257218,0.0534629180867617
 NUP62,ENSG00000213024,0.183360549944866
 EGLN3,ENSG00000129521,2.6770293551933
 DNAH3,ENSG00000158486,2.91649995777194
 PLA2G16,ENSG00000176485,-1.61443569500038
 DNAH1,ENSG00000114841,-0.417835741149825
 DNAH6,ENSG00000115423,-1.00844747576357
 DNAH7,ENSG00000118997,-1.12524243589203
 DNAH5,ENSG00000039139,-0.893682437889248
 DNAH8,ENSG00000124721,2.27887683865204
 DNAH9,ENSG00000007174,0.809889321216044
 RP11-211G3.3,ENSG00000228804,0.412508428406942
 GPR17,ENSG00000144230,-0.717219235718797
 TPM4,ENSG00000167460,0.318405195952017
 LAG3,ENSG00000089692,-0.0926359739394536
 HSD17B11,ENSG00000198189,-0.588868790919879
 HSD17B14,ENSG00000087076,-0.0446440987284199
 GNB5,ENSG00000069966,-0.714341147823239
 GNB4,ENSG00000114450,1.18685811113895
 GNB3,ENSG00000111664,-0.858659225069522
 GNB2,ENSG00000172354,0.623668273537983
 GPR18,ENSG00000125245,0.101700761772113
 PARD3B,ENSG00000116117,0.240214830363528
 CKAP2L,ENSG00000169607,1.84421608322932
 CDCP1,ENSG00000163814,3.23177682163034
 TBC1D10B,ENSG00000169221,0.161696297911962
 ETFB,ENSG00000105379,-0.0888919610663615
 GTF2A1,ENSG00000165417,-0.21618724777786
 IL18BP,ENSG00000137496,-0.0799374838633782
 RPE,ENSG00000197713,-0.430608029884222
 RP1,ENSG00000104237,0.211260173337012
 RP9,ENSG00000164610,0.049229445886621
 CALD1,ENSG00000122786,-0.239962127143472
 CSTF1,ENSG00000101138,0.431686187704545
 CSTF3,ENSG00000176102,-0.0892865031163844
 CSTF2,ENSG00000101811,0.275330679979268
 SYMPK,ENSG00000125755,0.127469219056651
 TNMD,ENSG00000000005,2.14601988455919
 SOX30,ENSG00000039600,-0.912416410538301
 SERPINC1,ENSG00000117601,0.143873133673954
 CLN6,ENSG00000128973,0.477018536267948
 CLN5,ENSG00000102805,-0.143566556656377
 CLN8,ENSG00000182372,0.848353724437912
 TJP2,ENSG00000119139,0.321350390887698
 CLNK,ENSG00000109684,2.49142985544097
 ACSM2A,ENSG00000183747,-0.569054536294489
 GCSAML,ENSG00000169224,1.52827202057406
 OR51I1,ENSG00000167359,0.0152802508212842
 OR51I2,ENSG00000187918,0.140795753084199
 PPAN,ENSG00000130810,0.474757829352062
 HRAS,ENSG00000174775,0.76529652759125
 OR7A5,ENSG00000188269,2.00026666141602
 KRTAP9-8,ENSG00000187272,0.409734141030089
 KRTAP9-9,ENSG00000198083,1.13027930609427
 KRTAP9-2,ENSG00000239886,0.771640055964431
 KRTAP9-3,ENSG00000204873,0.957507079042412
 KRTAP9-4,ENSG00000241595,1.06007396861854
 KRTAP9-6,ENSG00000212659,0.122563016066191
 KRTAP9-7,ENSG00000180386,0.927968218071375
 JMJD1C,ENSG00000171988,-0.385155453054563
 OR52I1,ENSG00000232268,-0.329062495588153
 DTNBP1,ENSG00000047579,-0.36006160542879
 CDC14B,ENSG00000081377,-0.279392770068229
 CDC14A,ENSG00000079335,0.324743654014363
 GPR171,ENSG00000174946,0.0688729922964989
 GPR174,ENSG00000147138,0.17700916801376
 GPR176,ENSG00000166073,-0.234772748378744
 MEIOB,ENSG00000162039,1.20216035378046
 SH3YL1,ENSG00000035115,0.4982489040553
 ZNF233,ENSG00000159915,-1.06169189168886
 RAX,ENSG00000134438,3.15376617035371
 CEACAM21,ENSG00000007129,-0.87354193877675
 SS18L2,ENSG00000008324,-0.00401983079650916
 SS18L1,ENSG00000184402,0.21460300903349
 UCHL5,ENSG00000116750,-0.223076644204073
 UCHL1,ENSG00000154277,-1.83074473840941
 UCHL3,ENSG00000118939,0.569821886302379
 RARRES2,ENSG00000106538,-0.711267823481338
 RARRES3,ENSG00000133321,-1.03750081691388
 RARRES1,ENSG00000118849,-0.584097531653446
 ZNF404,ENSG00000176222,-1.38626236059653
 ZNF407,ENSG00000215421,-0.0170103473469116
 ZNF408,ENSG00000175213,0.642550850131981
 ARPC5L,ENSG00000136950,0.420618749994415
 RP11-105C20.2,ENSG00000260240,0.0421540845083863
 PRELID1,ENSG00000169230,0.698429144266082
 PRELID2,ENSG00000186314,0.0597205298846366
 FAM171B,ENSG00000144369,-0.410420947817125
 KIAA0247,ENSG00000100647,0.456169319130455
 PPP6R3,ENSG00000110075,-0.0823460112694947
 EFCAB7,ENSG00000203965,-0.506806561862951
 EFCAB6,ENSG00000186976,-0.326282826928114
 SETD1A,ENSG00000099381,0.387021619394651
 SETD1B,ENSG00000139718,0.232971514010357
 NIM1,ENSG00000177453,-0.374028505996407
 TLX1NB,ENSG00000236311,0.00869762722853278
 SIAE,ENSG00000110013,-0.382061521788945
 LETM1,ENSG00000168924,0.347865025779054
 GRTP1,ENSG00000139835,1.38088301075166
 LETM2,ENSG00000165046,-1.07124772874856
 PXDN,ENSG00000130508,-0.454905390937011
 LANCL2,ENSG00000132434,-0.0798489619783553
 LANCL3,ENSG00000147036,1.0154118217894
 AC092675.3,ENSG00000222000,-0.322948999766205
 RAB7A,ENSG00000075785,0.0854207981866648
 GNPNAT1,ENSG00000100522,-0.273357565281643
 EFEMP1,ENSG00000115380,0.280111410567176
 EFEMP2,ENSG00000172638,-0.145732778575833
 NLE1,ENSG00000073536,0.133354679055089
 OR4M2,ENSG00000182974,0.0717197028595281
 OR4M1,ENSG00000176299,0.0169770451512664
 SCTR,ENSG00000080293,0.182603690549923
 WNT5B,ENSG00000111186,0.488158481783356
 WNT5A,ENSG00000114251,0.574552027713546
 HNRNPH1,ENSG00000169045,0.0531449807951115
 HNRNPH3,ENSG00000096746,-0.409837775954893
 HNRNPH2,ENSG00000126945,0.171605827288071
 DYNAP,ENSG00000178690,-0.186503358414925
 ICA1L,ENSG00000163596,-1.12475736841054
 HNRNPUL2,ENSG00000214753,0.325005999354996
 HNRNPUL1,ENSG00000105323,0.450800418020298
 DPH6,ENSG00000134146,0.0768549433741939
 STOML3,ENSG00000133115,1.78553363509995
 STOML2,ENSG00000165283,0.250378580447246
 PAIP1,ENSG00000172239,-0.562742580670466
 FOXG1,ENSG00000176165,-2.03582352834353
 DCAF13,ENSG00000164934,0.030140266611115
 DCAF12,ENSG00000198876,0.12947626560909
 DCAF11,ENSG00000100897,-0.229993381030611
 DCAF10,ENSG00000122741,0.0805171242317778
 DCAF17,ENSG00000115827,0.119839245034317
 DCAF16,ENSG00000163257,0.262350211736327
 DCAF15,ENSG00000132017,0.506279236583271
 PAPSS1,ENSG00000138801,0.545485483117467
 TXN,ENSG00000136810,0.312340021050197
 PAPSS2,ENSG00000198682,-0.884696657379858
 TXK,ENSG00000074966,1.24128515551374
 WARS2,ENSG00000116874,-0.210857554871011
 TRMT10A,ENSG00000145331,-0.381152393662874
 TRMT10C,ENSG00000174173,0.128638759414102
 TRMT10B,ENSG00000165275,-0.184664815380815
 SLC35E1,ENSG00000127526,0.447916759945056
 SLC35E2,ENSG00000215790,0.161767741848982
 SLC35E3,ENSG00000175782,0.133728524192684
 SLC35E4,ENSG00000100036,0.607589668652703
 MYOZ2,ENSG00000172399,-1.0877633755148
 MYOZ3,ENSG00000164591,-1.73134147519201
 MYOZ1,ENSG00000177791,-1.29895672578847
 WRB,ENSG00000182093,-0.807024487516197
 WRN,ENSG00000165392,0.37845338808582
 TCF15,ENSG00000125878,-1.32744243747165
 SCNM1,ENSG00000163156,0.165531670959317
 TCF12,ENSG00000140262,-0.111718475719937
 TCF19,ENSG00000137310,0.814085586672213
 UROS,ENSG00000188690,-0.335716376495692
 UROD,ENSG00000126088,-0.280365941175524
 NXF1,ENSG00000162231,0.187011661434261
 NXF3,ENSG00000147206,-0.189756064897021
 PAM,ENSG00000145730,0.0175202652675675
 HMMR,ENSG00000072571,0.980519809866202
 RPRD2,ENSG00000163125,0.100089391872081
 SGIP1,ENSG00000118473,-1.79163491523302
 ANPEP,ENSG00000166825,1.60226981360494
 C8orf33,ENSG00000182307,-0.199575173399467
 C8orf37,ENSG00000156172,-0.37082081952513
 C8orf34,ENSG00000165084,-1.19503553654364
 TMEM89,ENSG00000183396,0.794388895134001
 KLHL24,ENSG00000114796,-0.562198695538725
 KLHL26,ENSG00000167487,-0.0835054801478009
 KLHL21,ENSG00000162413,0.382414859022858
 KLHL20,ENSG00000076321,-0.0333868986567001
 KLHL23,ENSG00000213160,-1.72043559939695
 KLHL22,ENSG00000099910,-0.420555118709174
 TMEM81,ENSG00000174529,-0.35044383737911
 TMEM80,ENSG00000177042,0.173369648087637
 KLHL29,ENSG00000119771,0.0149632769239996
 KLHL28,ENSG00000179454,-0.0783149472136104
 SMO,ENSG00000128602,1.09787768944596
 LTB4R,ENSG00000213903,2.54357928976017
 POLE,ENSG00000177084,0.651278331407811
 POLB,ENSG00000070501,-0.273638053280691
 POLN,ENSG00000130997,-0.367756667888783
 POLM,ENSG00000122678,0.120047588279457
 POLL,ENSG00000166169,-0.353143949082749
 POLK,ENSG00000122008,-0.807381412158549
 POLI,ENSG00000101751,-0.603780972127375
 POLH,ENSG00000170734,0.706373071688329
 SBK1,ENSG00000188322,0.0497653591574214
 ATP5EP2,ENSG00000180389,-0.188651697261082
 GGN,ENSG00000179168,0.089152742090491
 GGH,ENSG00000137563,1.35800235775306
 IL17D,ENSG00000172458,-0.344241089309491
 IL17F,ENSG00000112116,-0.226826213688182
 IL17A,ENSG00000112115,-0.236150339686966
 IL17B,ENSG00000127743,0.427469924118919
 IL17C,ENSG00000124391,0.0127507603738281
 CHRDL1,ENSG00000101938,-0.0332134772706407
 CHRDL2,ENSG00000054938,-1.39103595958732
 C20orf173,ENSG00000125975,0.0721802166797625
 SSBP4,ENSG00000130511,-0.665323591389057
 FAM89A,ENSG00000182118,1.87243135212246
 TMEM8C,ENSG00000187616,-0.942673251319799
 FAM89B,ENSG00000176973,-0.0455503028528956
 C2CD2L,ENSG00000172375,0.48504422573874
 CDC23,ENSG00000094880,0.258158982343809
 EI24,ENSG00000149547,0.549534174543346
 SGMS2,ENSG00000164023,-0.0328922892734693
 SGMS1,ENSG00000198964,0.286298268181514
 PRC1,ENSG00000198901,1.01043855163446
 CDC20,ENSG00000117399,1.82256481210002
 EPS15,ENSG00000085832,0.0136665369351637
 ZNF17,ENSG00000186272,-0.0270794024145469
 OR14A2,ENSG00000241128,0.0860453057082952
 ZNF10,ENSG00000256223,-0.632600158711827
 LMCD1,ENSG00000071282,-0.106160768686216
 AOC3,ENSG00000131471,0.413731323650842
 ZNF648,ENSG00000179930,0.661708092600875
 ZNF649,ENSG00000198093,0.361219849004755
 ZNF644,ENSG00000122482,-0.476264914991546
 ZNF641,ENSG00000167528,-0.71097488875545
 GTPBP10,ENSG00000105793,-0.186474439716686
 CDH24,ENSG00000139880,-0.120911005447587
 PER2,ENSG00000132326,0.764849086583455
 PRCC,ENSG00000143294,0.232241698593954
 PER1,ENSG00000179094,0.521213937387831
 PRCD,ENSG00000214140,-0.437338923759392
 ZNF398,ENSG00000197024,0.538817929078427
 ZNF391,ENSG00000124613,-0.897395111228471
 PRCP,ENSG00000137509,0.251000051935288
 ZNF394,ENSG00000160908,0.0864782967636589
 ZNF395,ENSG00000186918,0.695416020144697
 ZNF396,ENSG00000186496,-0.298432827412051
 ZNF397,ENSG00000186812,-0.368735010359749
 SELPLG,ENSG00000110876,0.0902448212311877
 NUDT22,ENSG00000149761,0.238052582845812
 NUDT21,ENSG00000167005,-0.290495148154896
 POPDC2,ENSG00000121577,0.0760850088529295
 POPDC3,ENSG00000132429,-2.59880125696446
 SPIN4,ENSG00000186767,-0.236244202742135
 SPIN1,ENSG00000106723,-0.305171772719573
 SPIN3,ENSG00000204271,-1.1561866518267
 IFT52,ENSG00000101052,0.0672326776256951
 IFT57,ENSG00000114446,-0.28994017252032
 LPP,ENSG00000145012,-0.0386336268923744
 LPO,ENSG00000167419,-0.299228644266115
 LPL,ENSG00000175445,-0.890923144825804
 GDAP1L1,ENSG00000124194,-1.71744252433764
 LPA,ENSG00000198670,-0.624139753051245
 CLECL1,ENSG00000184293,-0.180506027679877
 DDAH1,ENSG00000153904,-0.933981281550638
 DDAH2,ENSG00000213722,0.578238007617819
 CRELD2,ENSG00000184164,-0.287781116519277
 CRELD1,ENSG00000163703,-0.931368500900769
 ARL4D,ENSG00000175906,1.31416003472168
 VWC2L,ENSG00000174453,-0.816231180589012
 ARL4C,ENSG00000188042,0.830498127930195
 ARL4A,ENSG00000122644,0.551469751114353
 ARMC5,ENSG00000140691,0.169747547649739
 JAM2,ENSG00000154721,-0.887964131975752
 JAM3,ENSG00000166086,-0.562482133991548
 GALNT8,ENSG00000130035,-1.24245207433714
 GALNT9,ENSG00000182870,-2.49134727078582
 GALNT4,ENSG00000257594,-0.392692459677931
 GALNT5,ENSG00000136542,0.521765856837923
 GALNT6,ENSG00000139629,1.76274883545955
 GALNT7,ENSG00000109586,-0.792469878650032
 GALNT1,ENSG00000141429,0.622980494692739
 GALNT2,ENSG00000143641,-0.350425836947781
 GALNT3,ENSG00000115339,1.03724557581639
 DMWD,ENSG00000185800,-0.596038205466667
 KIF14,ENSG00000118193,1.58531490662716
 KIF15,ENSG00000163808,0.682347753783166
 KIF17,ENSG00000117245,-0.645013388806358
 KIF11,ENSG00000138160,1.40258655014242
 KIF12,ENSG00000136883,0.556509354108745
 SPA17,ENSG00000064199,-0.383720373980293
 KIF19,ENSG00000196169,-1.64848385765184
 NLRP5,ENSG00000171487,-0.415119574495233
 NLRP4,ENSG00000160505,-0.37339831491325
 NLRP7,ENSG00000167634,-0.295418617265536
 NLRP6,ENSG00000174885,-0.0585162315399689
 NLRP3,ENSG00000162711,-0.812778547030147
 NLRP2,ENSG00000022556,0.863952891981763
 PSEN2,ENSG00000143801,0.0838595708744727
 PSEN1,ENSG00000080815,0.641421566100735
 NLRP9,ENSG00000185792,0.33997363478084
 NLRP8,ENSG00000179709,-0.363051057951075
 WDR26,ENSG00000162923,0.479045486353278
 WDR27,ENSG00000184465,-0.35436797427467
 WDR24,ENSG00000127580,0.213896034540453
 WDR25,ENSG00000176473,-0.181947202282923
 WDR20,ENSG00000140153,0.262238098635092
 GNAO1,ENSG00000087258,-1.64490017245673
 RQCD1,ENSG00000144580,0.258003548080135
 ASCL1,ENSG00000139352,-2.50898499708165
 IGF2BP1,ENSG00000159217,-0.375122167337512
 IGF2BP3,ENSG00000136231,-0.809969847773949
 IGF2BP2,ENSG00000073792,0.577925372788694
 CD101,ENSG00000134256,1.01642097707546
 KIF1A,ENSG00000130294,-0.34202354566151
 KIF1B,ENSG00000054523,-0.413427050252508
 KIF1C,ENSG00000129250,0.295506691873849
 CD109,ENSG00000156535,1.45300126871983
 ZFP36,ENSG00000128016,0.072439107852699
 ZFP37,ENSG00000136866,-1.10075034773139
 ZFP30,ENSG00000120784,-0.224132713635771
 ATHL1,ENSG00000142102,-0.967217923245488
 NLRP14,ENSG00000158077,-1.10703977440961
 NLRP11,ENSG00000179873,-0.688478370689052
 NLRP10,ENSG00000182261,7.23993109077279
 NLRP13,ENSG00000173572,-0.942315103546859
 NLRP12,ENSG00000142405,0.0709563373052982
 SPIRE2,ENSG00000204991,-0.524235444556052
 LOXL1,ENSG00000129038,0.883539473014261
 LOXL2,ENSG00000134013,0.345122533600111
 LOXL3,ENSG00000115318,-0.966094859896154
 LOXL4,ENSG00000138131,1.12347909686902
 SPATC1L,ENSG00000160284,0.121640773161954
 VIPR2,ENSG00000106018,-1.16235651360892
 VIPR1,ENSG00000114812,1.41760295248801
 AEN,ENSG00000181026,-0.00149765156663149
 DIRC1,ENSG00000174325,1.44441441418319
 DIRC3,ENSG00000231672,0.028317219169862
 DIRC2,ENSG00000138463,0.653582621071186
 FAM207A,ENSG00000160256,0.0838165617054082
 CACNG8,ENSG00000142408,-1.12525697488349
 CACNG1,ENSG00000108878,-1.27689370487344
 CNTRL,ENSG00000119397,-0.451204089101842
 CACNG3,ENSG00000006116,-1.99226656446149
 CACNG4,ENSG00000075461,-0.766138327757411
 CACNG5,ENSG00000075429,-0.953279699784343
 CACNG6,ENSG00000130433,-0.805454848701473
 CACNG7,ENSG00000105605,-2.91823948490166
 RANBP10,ENSG00000141084,0.18695280163977
 RANBP17,ENSG00000204764,-0.821349102509701
 SELENBP1,ENSG00000143416,-0.270467032175258
 NSFL1C,ENSG00000088833,0.362911367099066
 LAS1L,ENSG00000001497,-0.156007016770929
 UPRT,ENSG00000094841,-0.497524513681096
 SLC25A22,ENSG00000177542,0.0448523257875767
 SLC25A23,ENSG00000125648,-0.361927512577558
 SLC25A20,ENSG00000178537,-0.260726360408465
 SLC25A21,ENSG00000183032,-0.582081842027389
 SLC25A26,ENSG00000144741,0.150363800854841
 SLC25A27,ENSG00000153291,-0.357085760207537
 SLC25A24,ENSG00000085491,-0.0211197171104366
 SLC25A25,ENSG00000148339,-0.0590585860455326
 VPS35,ENSG00000069329,0.0122704615901051
 SLC25A28,ENSG00000155287,-0.194603819691661
 SLC25A29,ENSG00000197119,-0.426907801603821
 METTL1,ENSG00000037897,0.157113462426205
 COPB1,ENSG00000129083,0.077756548481607
 COPB2,ENSG00000184432,0.0842767210887463
 KDELC1,ENSG00000134901,-0.230287913885756
 KDELC2,ENSG00000178202,0.0682556021186538
 CTRB2,ENSG00000168928,-1.98806939964603
 ZBBX,ENSG00000169064,-2.51106686758147
 MKS1,ENSG00000011143,0.405578039115378
 GLB1L,ENSG00000163521,-0.0884735849690236
 MAGEC1,ENSG00000155495,0.0314103852651383
 MAGEC3,ENSG00000165509,-2.33286711462748
 MAGEC2,ENSG00000046774,-0.304432853754848
 PSTPIP2,ENSG00000152229,1.17327072665478
 PSTPIP1,ENSG00000140368,-0.0982901502586662
 POFUT2,ENSG00000186866,-0.307253156304921
 POFUT1,ENSG00000101346,0.370474451247832
 SNX17,ENSG00000115234,0.124698372787719
 SNX16,ENSG00000104497,0.0160547437752649
 SNX15,ENSG00000110025,0.150162458490283
 SNX14,ENSG00000135317,-0.239881087556486
 SNX13,ENSG00000071189,-0.466524591612816
 SNX12,ENSG00000147164,0.317351344616931
 SNX11,ENSG00000002919,0.0050695597571544
 SNX10,ENSG00000086300,-2.11332738400954
 KCTD4,ENSG00000180332,1.59806973936603
 SNX19,ENSG00000120451,-0.253403013768588
 SNX18,ENSG00000178996,0.00475264892746416
 ICAM5,ENSG00000105376,-1.09779961253612
 OR13D1,ENSG00000179055,0.0875975447310118
 ICAM2,ENSG00000108622,-0.427535660468166
 ICAM1,ENSG00000090339,0.477370642559105
 CTDSP1,ENSG00000144579,0.421993511362863
 CTDSP2,ENSG00000175215,0.262293681173705
 CTDSPL,ENSG00000144677,0.712589104137609
 SMTN,ENSG00000183963,0.0512377777853387
 TMEM87B,ENSG00000153214,0.373599883228005
 TMEM87A,ENSG00000103978,0.407292774512692
 NEUROD1,ENSG00000162992,-1.51526205092138
 SGK3,ENSG00000104205,0.0688743294367499
 SGK2,ENSG00000101049,0.193642999171299
 SGK1,ENSG00000118515,0.259595843506213
 BOD1L2,ENSG00000228075,-0.45485862722856
 BOD1L1,ENSG00000038219,0.0670564304999238
 C1orf162,ENSG00000143110,-0.48245231780849
 SLC3A2,ENSG00000168003,0.395835348553328
 C1orf168,ENSG00000187889,-2.28236923729646
 MAP4K3,ENSG00000011566,0.120773963299089
 MAP4K2,ENSG00000168067,-0.289857525472258
 TRIM73,ENSG00000178809,0.0428743559740341
 MAP4K4,ENSG00000071054,-0.406007483706218
 TRIM71,ENSG00000206557,-1.07522430211262
 GPD1,ENSG00000167588,0.546194560572281
 DFNB59,ENSG00000204311,-0.225690313373784
 GPD2,ENSG00000115159,0.200381526630872
 MICU2,ENSG00000165487,-0.567154774182957
 MICU1,ENSG00000107745,-0.0386693698669546
 NEFM,ENSG00000104722,-1.49188696302428
 NEFH,ENSG00000100285,-1.42957938103813
 NRG1,ENSG00000157168,1.26721197393076
 NRG3,ENSG00000185737,0.580430141124237
 NRG2,ENSG00000158458,0.876849406385175
 NRGN,ENSG00000154146,-1.92239816718427
 EIF4EBP2,ENSG00000148730,0.258657366703656
 TFCP2L1,ENSG00000115112,3.40882744290851
 MS4A10,ENSG00000172689,-0.117775659014527
 MS4A12,ENSG00000071203,-0.128321989551963
 SCAND1,ENSG00000171222,0.116507187485507
 HCFC1,ENSG00000172534,-0.072661099806724
 PSAT1,ENSG00000135069,2.03910976890542
 TFCP2,ENSG00000135457,-0.0842922733943953
 PASD1,ENSG00000166049,0.108069993465978
 CTD-3203P2.2,ENSG00000245888,-0.712907585458117
 SLFN5,ENSG00000166750,-0.185216043421893
 SPINT2,ENSG00000167642,1.71738648036838
 PXK,ENSG00000168297,-0.452222684553866
 SPINT1,ENSG00000166145,3.47667896928502
 MMADHC,ENSG00000168288,0.317439391871114
 KHK,ENSG00000138030,-0.502910993093595
 OOEP,ENSG00000203907,1.49105041719525
 MSRB3,ENSG00000174099,-0.774340594122655
 HELZ2,ENSG00000130589,0.363730501582073
 NXN,ENSG00000167693,0.537162542076752
 FANCD2OS,ENSG00000163705,0.0389681242754056
 IAH1,ENSG00000134330,-0.657954808223221
 EPT1,ENSG00000138018,0.802178973190065
 PPIP5K2,ENSG00000145725,-0.345039551067456
 PPIP5K1,ENSG00000168781,-0.00856909474168698
 OFCC1,ENSG00000181355,0.650139774817131
 C9orf3,ENSG00000148120,0.0690595381919692
 C9orf9,ENSG00000165698,0.670830645170737
 OTX1,ENSG00000115507,4.49786993009294
 OTX2,ENSG00000165588,-1.06660366130313
 ZFC3H1,ENSG00000133858,0.0947368740947981
 DHRS4L2,ENSG00000187630,0.495330419629844
 STAG2,ENSG00000101972,-0.203249745242759
 STAG3,ENSG00000066923,-0.671617493563777
 STAG1,ENSG00000118007,0.22237772322525
 LONP1,ENSG00000196365,-0.0591043547201496
 ASMTL,ENSG00000169093,0.182437069372508
 C6orf195,ENSG00000164385,-1.11831629007467
 SHISA8,ENSG00000234965,0.175909931459323
 OBFC1,ENSG00000107960,-0.0113994988760499
 HMGA2,ENSG00000149948,-0.599487885461771
 HMGA1,ENSG00000137309,1.36333730166615
 USPL1,ENSG00000132952,-0.234742173691623
 HAX1,ENSG00000143575,-0.198321204009272
 PDHA1,ENSG00000131828,-0.387540805057684
 NEDD4L,ENSG00000049759,-0.344480850822636
 LCA5L,ENSG00000157578,-0.351040856805388
 C6orf222,ENSG00000189325,3.12959822901713
 C6orf223,ENSG00000181577,-0.551573248189871
 C6orf226,ENSG00000221821,0.715883897485669
 PLS1,ENSG00000120756,0.932063131563448
 PLS3,ENSG00000102024,1.03601113280618
 CLASP2,ENSG00000163539,-0.522031779248735
 CLASP1,ENSG00000074054,0.0756975726554327
 C1orf204,ENSG00000188004,0.135541756543711
 C5orf58,ENSG00000234511,0.102254436843449
 C5orf56,ENSG00000197536,-0.953811968624418
 C5orf55,ENSG00000221990,0.146753528821109
 C5orf54,ENSG00000221886,-1.01617180391404
 C5orf52,ENSG00000187658,-0.353634682512307
