 gene    name , gene    ENS ,Skin-NotSunExposed(Suprapubic)
 CEP95,ENSG00000258890,0.13852468543895
 STX10,ENSG00000104915,0.17767255956078
 LCN15,ENSG00000177984,-1.31372295940679
 LCN10,ENSG00000187922,-0.0989331246685532
 LCN12,ENSG00000184925,-1.65993062474138
 TRAF3IP3,ENSG00000009790,0.400372286014782
 TRAF3IP2,ENSG00000056972,0.666661123672363
 TNS1,ENSG00000079308,-0.642204349958197
 TNS4,ENSG00000131746,3.49695585822732
 HIF1A,ENSG00000100644,0.16045446495088
 NLRP1,ENSG00000091592,0.322884335694477
 PIGP,ENSG00000185808,-0.304905049911967
 CD164L2,ENSG00000174950,1.68003226173617
 TMEM213,ENSG00000214128,3.4778871302451
 SHISA5,ENSG00000164054,-0.284596916603171
 SHISA6,ENSG00000188803,-0.158361922810438
 TMEM210,ENSG00000185863,-0.142537147234608
 TMEM217,ENSG00000172738,0.622370894153859
 TMEM216,ENSG00000187049,-0.17321139965429
 TMEM215,ENSG00000188133,-0.711146669434004
 TMEM214,ENSG00000119777,-0.0573391736287698
 COX10,ENSG00000006695,0.174974694186051
 COX11,ENSG00000166260,-0.058873358709196
 TMEM219,ENSG00000149932,-0.0610976231820745
 TMEM218,ENSG00000150433,0.074315377619176
 ARPP21,ENSG00000172995,-2.03426048092527
 COX15,ENSG00000014919,-0.0308525182652574
 COX16,ENSG00000133983,0.223007174874888
 COX17,ENSG00000138495,-0.191738009405867
 BET1,ENSG00000105829,0.122626673322457
 ALCAM,ENSG00000170017,0.0958749366648602
 TPM3,ENSG00000143549,-0.298429623190313
 TPM2,ENSG00000198467,-0.794248609541325
 TPM1,ENSG00000140416,-0.22225231364893
 ETF1,ENSG00000120705,0.419987280018801
 FBXW9,ENSG00000132004,0.437964668266924
 FOXB1,ENSG00000171956,-0.387652990776465
 FBXW2,ENSG00000119402,0.17901951003563
 FBXW4,ENSG00000107829,-0.0904031642151872
 FBXW5,ENSG00000159069,-0.225991940232629
 FBXW7,ENSG00000109670,1.00577815989844
 TGFBR3,ENSG00000069702,0.198530705483704
 TGFBR2,ENSG00000163513,0.14784734281038
 TGFBR1,ENSG00000106799,-0.486785432098396
 CDCP2,ENSG00000157211,-0.306644243292015
 SH3RF2,ENSG00000156463,1.5632000504263
 SH3RF3,ENSG00000172985,-0.396831860187794
 SH3RF1,ENSG00000154447,0.0855235200309232
 TPMT,ENSG00000137364,-0.0190604065369408
 YKT6,ENSG00000106636,-0.102030196607709
 OR2AJ1,ENSG00000177275,-0.148519824540664
 TJP1,ENSG00000104067,-0.23176067051893
 RHPN2,ENSG00000131941,0.60045289941081
 TUB,ENSG00000166402,-0.646236917417844
 THPO,ENSG00000090534,-0.791225387238666
 ASCL2,ENSG00000183734,2.11172998819725
 TOR1A,ENSG00000136827,0.0672793337985763
 TOR1B,ENSG00000136816,0.0202551172445687
 CCT6A,ENSG00000146731,0.240932789879248
 NAGLU,ENSG00000108784,-0.195433070045193
 CCT6B,ENSG00000132141,-0.0524973297827376
 RPL7A,ENSG00000148303,0.429881751897877
 ASCL4,ENSG00000187855,1.99043693035976
 ASCL5,ENSG00000232237,-1.45881260759463
 WIBG,ENSG00000170473,0.351802477772318
 CANT1,ENSG00000171302,-0.0942229589262237
 TM2D3,ENSG00000184277,-0.179412142565919
 PERP,ENSG00000112378,2.49556548553558
 INIP,ENSG00000148153,0.0295364160383553
 PNKP,ENSG00000039650,0.0466742150952922
 TDRKH,ENSG00000182134,-0.367618530558756
 PER3,ENSG00000049246,-0.348441974553915
 ZNF512,ENSG00000243943,-0.37058180493598
 PNKD,ENSG00000127838,-0.445252024502175
 C21orf37,ENSG00000232560,1.56310318906947
 C21orf33,ENSG00000160221,-0.127542022154106
 KAT8,ENSG00000103510,-0.0107059894134735
 KAT5,ENSG00000172977,0.1188766776729
 HNMT,ENSG00000150540,-0.369542878526875
 PNRC1,ENSG00000146278,0.299311256258394
 PNRC2,ENSG00000189266,0.0670165987715619
 GBA,ENSG00000177628,-0.0246710852062548
 MROH2A,ENSG00000185038,0.291260859934419
 MROH2B,ENSG00000171495,-0.554085201570928
 TSPYL6,ENSG00000178021,-0.474460941986254
 ACN9,ENSG00000196636,-0.034555500602426
 PRLR,ENSG00000113494,1.01745197409922
 LAMA3,ENSG00000053747,0.732170012803672
 TMEM78,ENSG00000177800,0.19545501695933
 TMEM79,ENSG00000163472,1.77666383253179
 PRLH,ENSG00000071677,-0.277096673313124
 TMEM70,ENSG00000175606,-0.287546809863601
 TMEM71,ENSG00000165071,-0.395227831333366
 TMEM72,ENSG00000187783,-0.465564184565487
 TMEM74,ENSG00000164841,-0.15950083678611
 FAM86A,ENSG00000118894,0.189860878529728
 RPUSD4,ENSG00000165526,0.0957477726644438
 RPUSD1,ENSG00000007376,0.139070342843301
 RPUSD2,ENSG00000166133,0.191446169178347
 RPUSD3,ENSG00000156990,0.0210014449730777
 ZFAT,ENSG00000066827,0.199068294032761
 ZNF611,ENSG00000213020,0.0677419140321036
 ZNF610,ENSG00000167554,-0.551116524889152
 ZNF613,ENSG00000176024,0.171513083341343
 ZNF615,ENSG00000197619,-0.117118088939977
 ZNF614,ENSG00000142556,-0.249360290339339
 ZNF616,ENSG00000204611,0.164074962206565
 ZNF619,ENSG00000177873,0.219868198572087
 ZNF618,ENSG00000157657,-0.309528230784838
 SLC3A1,ENSG00000138079,-0.31041209928744
 MS4A18,ENSG00000214782,0.866743628228269
 MS4A13,ENSG00000204979,-0.165940053812903
 MS4A14,ENSG00000166928,-0.524696779221447
 MS4A15,ENSG00000166961,0.12919330852373
 OR1L8,ENSG00000171496,-0.614617381729891
 MSRB1,ENSG00000198736,-0.0565129183339257
 OR1L3,ENSG00000171481,-0.0265833811558306
 MSRB2,ENSG00000148450,-0.640592639412616
 NTRK3,ENSG00000140538,-0.431165553770116
 GMFG,ENSG00000130755,-0.132614216203298
 GMFB,ENSG00000197045,-0.211025865249163
 SLC39A6,ENSG00000141424,0.54981719121575
 SLC39A7,ENSG00000112473,-0.0980819141345029
 FSCN3,ENSG00000106328,0.300383027597638
 FSCN1,ENSG00000075618,0.299678272488688
 AIM1L,ENSG00000176092,3.21515082843097
 CAMK1D,ENSG00000183049,0.333954861015305
 VARS,ENSG00000204394,0.319955244035571
 SMCR8,ENSG00000176994,-0.110153546574488
 HIST4H4,ENSG00000197837,0.0513144823339039
 PLAG1,ENSG00000181690,0.0229054458225771
 RBFA,ENSG00000101546,0.376758379554234
 RDH14,ENSG00000240857,-0.0762153140887643
 RDH16,ENSG00000139547,0.828640024547434
 RDH10,ENSG00000121039,0.189930024002837
 RDH12,ENSG00000139988,2.86377593157855
 RDH13,ENSG00000160439,0.551947048058617
 MGARP,ENSG00000137463,-0.837088252194818
 WDR5B,ENSG00000196981,0.184134102742769
 NALCN,ENSG00000102452,-1.28620748130884
 KIAA0355,ENSG00000166398,-0.13049740791396
 ZSCAN29,ENSG00000140265,-0.158115387489443
 ZSCAN25,ENSG00000197037,0.290856774505445
 ZSCAN20,ENSG00000121903,-0.212998008144765
 ZSCAN21,ENSG00000166529,0.00984468895835573
 ZSCAN22,ENSG00000182318,0.173765329499271
 ZSCAN23,ENSG00000187987,-0.217127300891648
 TDRD9,ENSG00000156414,-1.17386086685981
 TDRD3,ENSG00000083544,0.185955424973996
 TDRD1,ENSG00000095627,-0.046304642127235
 TDRD7,ENSG00000196116,-0.145695413110035
 TDRD6,ENSG00000180113,-0.369086860049888
 TDRD5,ENSG00000162782,0.188701058109312
 RET,ENSG00000165731,0.0666142035490069
 WDR55,ENSG00000120314,0.0866079122990945
 WDR53,ENSG00000185798,0.114588488778329
 WDR52,ENSG00000206530,0.163143708249786
 EIF4G3,ENSG00000075151,-0.0776182911018415
 EIF4G2,ENSG00000110321,0.191342124442731
 EIF4G1,ENSG00000114867,0.398125929549099
 WDR59,ENSG00000103091,0.150507692229485
 KCND1,ENSG00000102057,-0.357914310147042
 CD151,ENSG00000177697,0.077890751956855
 HCST,ENSG00000126264,-0.311800228485379
 FAM200A,ENSG00000221909,0.0475164409276627
 FAM200B,ENSG00000237765,-0.35410253242887
 MFSD5,ENSG00000182544,0.775069849594221
 MFSD6,ENSG00000151690,0.649150726234833
 TLK1,ENSG00000198586,0.0563298982866127
 TLK2,ENSG00000146872,0.0463982814656188
 USP54,ENSG00000166348,0.0189527619374054
 USP53,ENSG00000145390,-0.197342273225821
 USP50,ENSG00000170236,0.422750051042821
 USP51,ENSG00000247746,-0.418625770547734
 PRODH,ENSG00000100033,1.14596932917403
 ASCC3,ENSG00000112249,0.471939219799788
 ASCC2,ENSG00000100325,0.261664976570118
 ASCC1,ENSG00000138303,-0.328960726513264
 TP53TG3C,ENSG00000205457,-0.0040754289581995
 HPGD,ENSG00000164120,0.81176194318354
 CACNB3,ENSG00000167535,-0.0932047449386018
 CACNB2,ENSG00000165995,-0.321913807529512
 CACNB1,ENSG00000067191,-0.373642669259757
 ZNF518B,ENSG00000178163,-0.0686031863456656
 ZNF518A,ENSG00000177853,-0.0338012805189501
 TGFBRAP1,ENSG00000135966,0.123763903753707
 ANKZF1,ENSG00000163516,0.11242415231032
 B3GALNT2,ENSG00000162885,0.456308896178518
 B3GALNT1,ENSG00000169255,-0.7375735592031
 TACC2,ENSG00000138162,0.938305786284088
 TACC3,ENSG00000013810,0.480358924141399
 JDP2,ENSG00000140044,0.00952672538066897
 LPPR3,ENSG00000129951,-1.3147617588278
 KIF20B,ENSG00000138182,0.375814006481664
 KIF20A,ENSG00000112984,1.91141886720737
 MKI67,ENSG00000148773,2.05725124679386
 RPL3L,ENSG00000140986,-0.052573871335679
 GNAT1,ENSG00000114349,0.748487443557682
 GNAT3,ENSG00000214415,-0.0216698762571281
 GNAT2,ENSG00000134183,-0.732172975222662
 ZNF556,ENSG00000172000,-1.99954174473728
 ZNF557,ENSG00000130544,0.00762860223237952
 ZNF552,ENSG00000178935,0.15285206224926
 RSAD1,ENSG00000136444,-0.149230502979596
 ZNF550,ENSG00000251369,0.158246773756363
 ZNF551,ENSG00000204519,0.395014782517763
 ADRM1,ENSG00000130706,0.114723314991751
 ZNF558,ENSG00000167785,0.309571695273562
 ZNF559,ENSG00000188321,-0.078746800192861
 DEFB125,ENSG00000178591,0.220539533827175
 PCDH8,ENSG00000136099,1.45326665370979
 PCDH9,ENSG00000184226,-1.90089155348424
 DEFB124,ENSG00000180383,-0.0186872842085005
 RPL26L1,ENSG00000037241,0.0877355893275394
 RPL38,ENSG00000172809,0.204971359650187
 RPL39,ENSG00000198918,0.536096440533237
 RPL36,ENSG00000130255,0.466621113952907
 PCDH1,ENSG00000156453,0.264560700871717
 RPL34,ENSG00000109475,0.432009309717299
 RPL35,ENSG00000136942,0.427173111689935
 RPL32,ENSG00000144713,0.371500962536453
 RPL30,ENSG00000156482,0.346226090041155
 PCDH7,ENSG00000169851,1.27454824547427
 DEFB121,ENSG00000204548,-0.0869424485962499
 ATF5,ENSG00000169136,-0.270253554503889
 ATF4,ENSG00000128272,0.079534167884675
 ATF7,ENSG00000170653,0.278493348532042
 ATF6,ENSG00000118217,0.243106595191972
 ATF1,ENSG00000123268,0.184247059469943
 ATF3,ENSG00000162772,1.49088227864086
 ATF2,ENSG00000115966,-0.30788952177076
 PPAP2B,ENSG00000162407,-0.204200085021224
 PPAP2A,ENSG00000067113,0.0169140894273783
 BUB1B,ENSG00000156970,1.28786725081769
 CTTNBP2,ENSG00000077063,-1.21259890845849
 PPWD1,ENSG00000113593,0.0788429829605588
 KIAA0319,ENSG00000137261,0.36057937937501
 SDF4,ENSG00000078808,0.0187203088142873
 SDF2,ENSG00000132581,-0.00495813555846713
 PTGER4,ENSG00000171522,0.535610599595268
 PTGER1,ENSG00000160951,-1.46855563019301
 PTGER2,ENSG00000125384,0.0708561152316907
 PTGER3,ENSG00000050628,1.20979191556958
 B3GALTL,ENSG00000187676,-0.122132696755333
 B3GALT4,ENSG00000235863,0.407635675181855
 B3GALT6,ENSG00000176022,0.259272424887481
 CTNNAL1,ENSG00000119326,-0.377488576430578
 B3GALT1,ENSG00000172318,-0.759509158448829
 B3GALT2,ENSG00000162630,-0.746404823311086
 MDFIC,ENSG00000135272,0.106621214710139
 STK3,ENSG00000104375,0.470702246444834
 STK4,ENSG00000101109,-0.00853423329550987
 OR13C3,ENSG00000204246,-0.0207415977091202
 SNRNP25,ENSG00000161981,-0.522611511310716
 SNRNP27,ENSG00000124380,-0.126117587946352
 IL4R,ENSG00000077238,-0.14114787052605
 DRP2,ENSG00000102385,-0.197724829182658
 ANKS3,ENSG00000168096,-0.0850774721023178
 TNFRSF8,ENSG00000120949,-0.114328946576995
 TNFRSF9,ENSG00000049249,0.0619582511683204
 ANKS6,ENSG00000165138,-0.73181542928886
 TNFRSF4,ENSG00000186827,-0.44734749106214
 GUCY2C,ENSG00000070019,0.230254733682234
 GUCY2D,ENSG00000132518,-0.286012078542121
 GUCY2F,ENSG00000101890,-0.349476141789449
 SENP8,ENSG00000166192,-0.263578854327032
 SENP7,ENSG00000138468,-0.00318981607630701
 SENP6,ENSG00000112701,0.0136589886855858
 SENP5,ENSG00000119231,-0.247202121651016
 SENP3,ENSG00000161956,0.194343656367645
 SENP2,ENSG00000163904,-0.195075900829704
 SAMM50,ENSG00000100347,0.212252362773416
 SNPH,ENSG00000101298,-0.777857419832553
 NOTUM,ENSG00000185269,2.22715741518391
 INS,ENSG00000254647,0.562513271421973
 OR8G5,ENSG00000255298,0.137064779886882
 GFPT1,ENSG00000198380,-0.355901265465208
 GFPT2,ENSG00000131459,-0.560900559036154
 ECHDC3,ENSG00000134463,0.749093224228538
 ECHDC2,ENSG00000121310,-0.106929827118282
 ECHDC1,ENSG00000093144,0.110337932112351
 DYNC1LI1,ENSG00000144635,0.454738940005721
 SLC2A14,ENSG00000173262,0.0644429936742054
 SLC2A13,ENSG00000151229,-0.280674536972089
 SLC2A12,ENSG00000146411,0.278214014640232
 SLC2A11,ENSG00000133460,-0.505954871727251
 BSX,ENSG00000188909,-0.098141018376076
 BSN,ENSG00000164061,-1.29077780297235
 LCOR,ENSG00000196233,-0.0931042778594201
 MAGI2,ENSG00000187391,-0.930396561551003
 P4HTM,ENSG00000178467,-0.282763787339518
 GSG2,ENSG00000177602,0.864651973422154
 GSG1,ENSG00000111305,-0.290566661466125
 UBQLN2,ENSG00000188021,-0.306837934439159
 OXTR,ENSG00000180914,-1.14867578721316
 SARS,ENSG00000031698,0.165450269353086
 NCKAP1L,ENSG00000123338,-0.365036992206008
 GEN1,ENSG00000178295,0.379306240429217
 NDE1,ENSG00000072864,0.73832071450219
 EPS8,ENSG00000151491,-0.351479483960945
 PARM1,ENSG00000169116,0.0770318316736647
 HERPUD2,ENSG00000122557,0.0059625563201356
 HERPUD1,ENSG00000051108,0.00138729237825474
 FCGRT,ENSG00000104870,-0.00622452072486818
 TRA2A,ENSG00000164548,0.192115575932265
 TRA2B,ENSG00000136527,0.167791404857302
 BRMS1L,ENSG00000100916,-0.117487251641385
 RP11-382J12.1,ENSG00000246366,-0.334789862459872
 BAAT,ENSG00000136881,-1.48718898636378
 SFTPD,ENSG00000133661,0.126211549023554
 SFTPB,ENSG00000168878,-1.00781838978053
 SFTPC,ENSG00000168484,-0.845609378176984
 DNTTIP1,ENSG00000101457,0.107375186022348
 DNTTIP2,ENSG00000067334,0.212054512470294
 DEFA3,ENSG00000239839,-1.50865590506638
 DLG3,ENSG00000082458,-0.171894016213228
 TSC22D1,ENSG00000102804,0.0504613637256947
 TSC22D3,ENSG00000157514,0.232014966152755
 TSC22D2,ENSG00000196428,-0.477712294737878
 TSC22D4,ENSG00000166925,-0.263168930898313
 KIAA1161,ENSG00000164976,-0.544148380847044
 CNFN,ENSG00000105427,2.08453396742946
 CD2BP2,ENSG00000169217,-0.159075918663322
 KATNA1,ENSG00000186625,0.129548834414369
 ADAMTSL2,ENSG00000197859,-1.55753402379012
 ADAMTSL3,ENSG00000156218,-0.479463036689367
 ADAMTSL1,ENSG00000178031,-1.09480238966475
 ADAMTSL4,ENSG00000143382,0.212173896418072
 ADAMTSL5,ENSG00000185761,-0.244726447213492
 C6orf141,ENSG00000197261,0.745010153711363
 KIAA0895L,ENSG00000196123,-0.113200369313796
 SARDH,ENSG00000123453,-0.899189864784965
 EEF1E1,ENSG00000124802,-0.186361675577725
 SLA2,ENSG00000101082,-0.644520821868005
 RP11-41O4.1,ENSG00000266258,0.73411737051559
 CYP1B1,ENSG00000138061,0.368445584811342
 HAS1,ENSG00000105509,1.26488314264542
 HAS2,ENSG00000170961,0.813527879196329
 HAS3,ENSG00000103044,1.06474125037137
 ARSF,ENSG00000062096,2.92942652952129
 C12orf60,ENSG00000182993,-0.814299398600066
 KNSTRN,ENSG00000128944,0.266987387417407
 IRS1,ENSG00000169047,0.20556442668556
 IRS2,ENSG00000185950,0.0922791441022131
 AC131097.4,ENSG00000216921,-0.193130945913759
 HEXA,ENSG00000213614,-0.204220631986372
 OGT,ENSG00000147162,0.204823114318884
 NEURL,ENSG00000107954,-1.1119166641584
 CA7,ENSG00000168748,-1.23115171990184
 ARSI,ENSG00000183876,1.2398455756571
 CA4,ENSG00000167434,-0.378455195179879
 RGL1,ENSG00000143344,-0.221988889690518
 RGL3,ENSG00000205517,-0.572158534314999
 RGL2,ENSG00000237441,0.309975252893219
 RGL4,ENSG00000159496,-0.118661153337003
 OR10Q1,ENSG00000180475,0.0623758285474534
 NFKBIL1,ENSG00000204498,0.051055051485438
 AMD1,ENSG00000123505,-0.0749290014561463
 MATK,ENSG00000007264,0.148864899845327
 PMF1,ENSG00000160783,0.0886164094575253
 RAPSN,ENSG00000165917,-0.358751123740879
 ZNF790,ENSG00000197863,-0.000199016445285678
 ZNF791,ENSG00000173875,0.0373433179988218
 ZNF792,ENSG00000180884,-0.213235193329953
 ZNF793,ENSG00000188227,0.156723167917143
 ZNF799,ENSG00000196466,0.117662219472004
 PPP1R7,ENSG00000115685,-0.00627908104749349
 PPP1R2,ENSG00000184203,0.0483035751991658
 CYP4F12,ENSG00000186204,1.53851473555888
 CYP4F11,ENSG00000171903,-1.61236231424074
 PPP1R8,ENSG00000117751,0.0467847665703704
 TRPV5,ENSG00000127412,-1.28747879650202
 TRPV6,ENSG00000165125,1.8708409646082
 TRPV1,ENSG00000196689,-0.128036451144391
 TRPV3,ENSG00000167723,1.48599581305321
 TRPV2,ENSG00000187688,-0.280205348200956
 IARS,ENSG00000196305,0.155996016095877
 POSTN,ENSG00000133110,2.34103360028997
 FGFR4,ENSG00000160867,-0.450655655679378
 SAV1,ENSG00000151748,0.0844286814482203
 FGFR2,ENSG00000066468,0.94490326847529
 FGFR3,ENSG00000068078,1.9599651678975
 FGFR1,ENSG00000077782,-0.227987751504841
 CXCL1,ENSG00000163739,-0.311042667653831
 CXCL3,ENSG00000163734,-0.276683935816502
 CXCL2,ENSG00000081041,-1.02731629953149
 CXCL5,ENSG00000163735,-1.60241992830244
 CXCL6,ENSG00000124875,0.107939170987829
 CXCL9,ENSG00000138755,-1.50563086106517
 AVPR2,ENSG00000126895,0.574295972633484
 AP2S1,ENSG00000042753,0.176113910615196
 DCTD,ENSG00000129187,-0.255956581177327
 SLCO4C1,ENSG00000173930,1.45236372036226
 ALDH16A1,ENSG00000161618,0.409020817033435
 THRSP,ENSG00000151365,2.07746629401669
 GCKR,ENSG00000084734,-0.677168025977805
 NAA16,ENSG00000172766,0.0832982649215415
 UBE2H,ENSG00000186591,-0.206635375743983
 UBE2K,ENSG00000078140,0.0574849567174267
 UBE2M,ENSG00000130725,-0.0936245734365311
 UBE2O,ENSG00000175931,0.0504167512804848
 NAA11,ENSG00000156269,-0.255964549768342
 UBE2A,ENSG00000077721,0.040713974534132
 UBE2C,ENSG00000175063,1.79695226664856
 UBE2F,ENSG00000184182,-0.0897669235601323
 UBE2Z,ENSG00000159202,0.0846350496203388
 UBE2S,ENSG00000108106,-0.178095214639904
 UBE2U,ENSG00000177414,0.457195579244315
 UBE2T,ENSG00000077152,0.492974663479221
 UBE2W,ENSG00000104343,-0.0735523089608987
 PTGFR,ENSG00000122420,1.01404326950063
 LIPT2,ENSG00000175536,-0.108218288792823
 LIPT1,ENSG00000144182,-0.158106254356896
 PDE3A,ENSG00000172572,-1.04993588841505
 PDE3B,ENSG00000152270,-1.70653468774819
 C1orf87,ENSG00000162598,0.192738373923474
 SMTNL2,ENSG00000188176,-0.172063884393568
 LFNG,ENSG00000106003,1.15380004264393
 NDUFA6,ENSG00000184983,0.0542515258095551
 NDUFA4,ENSG00000189043,-0.435139988943659
 NDUFA5,ENSG00000128609,-0.435556867729432
 NDUFA2,ENSG00000131495,-0.170216459483501
 NDUFA3,ENSG00000170906,-0.36966908633969
 NDUFA1,ENSG00000125356,-0.150529772873208
 NDUFA8,ENSG00000119421,-0.117386441659443
 NDUFA9,ENSG00000139180,0.0885754520119603
 ASMT,ENSG00000196433,-0.306964971697082
 BIRC8,ENSG00000163098,-0.0208680916133822
 BIRC7,ENSG00000101197,1.05228803486081
 BIRC6,ENSG00000115760,0.0678378083446081
 BIRC5,ENSG00000089685,1.73667158626091
 BIRC3,ENSG00000023445,0.261663100348596
 BIRC2,ENSG00000110330,0.0258551422069633
 EIF6,ENSG00000242372,0.483723014181721
 ANKRD16,ENSG00000134461,0.415689861377684
 ANKRD17,ENSG00000132466,0.126707401166702
 ANKRD12,ENSG00000101745,0.0023380514763573
 ANKRD10,ENSG00000088448,-0.213575927296682
 MKX,ENSG00000150051,-0.761539199728127
 NT5C2,ENSG00000076685,-0.366404797868266
 MEA1,ENSG00000124733,0.0101898870581261
 MNS1,ENSG00000138587,-0.396054003291682
 KRTAP4-11,ENSG00000212721,4.57373338670603
 KRTAP4-12,ENSG00000213416,5.82733656151874
 SIGLEC12,ENSG00000254521,-0.00979503641037042
 CRIM1,ENSG00000150938,0.00715204060887795
 TRAT1,ENSG00000163519,0.633280630947172
 MLH3,ENSG00000119684,-0.139104201416662
 CRY1,ENSG00000008405,0.0629495446074009
 MLH1,ENSG00000076242,0.0112101940440314
 HIBADH,ENSG00000106049,-0.093386051046663
 KIFC3,ENSG00000140859,0.154614524563799
 SYCE1,ENSG00000171772,-0.941949392292418
 SUSD4,ENSG00000143502,0.208915108237715
 SUSD5,ENSG00000173705,0.337440421373247
 SUSD2,ENSG00000099994,0.909214452583098
 SUSD3,ENSG00000157303,-0.646124782927306
 SUSD1,ENSG00000106868,-0.501683636289678
 SLC26A10,ENSG00000135502,-0.711465554688472
 SLC26A11,ENSG00000181045,-0.26765640910801
 FAM221A,ENSG00000188732,0.263707962652954
 FAM221B,ENSG00000204930,-0.482468347931281
 BRINP3,ENSG00000162670,-1.00150912151869
 BRINP2,ENSG00000198797,-1.34440166099289
 CWC15,ENSG00000150316,-0.0163714856525545
 OTUD6B,ENSG00000155100,0.163662965281572
 OTUD6A,ENSG00000189401,0.0963911057354428
 INADL,ENSG00000132849,0.418766351751069
 FMN1,ENSG00000248905,0.954652442112496
 FMN2,ENSG00000155816,-1.27100117881591
 SPRR1A,ENSG00000169474,3.3728964578866
 SPRR1B,ENSG00000169469,3.71332942415982
 KIAA0556,ENSG00000047578,0.168915797461447
 HAUS8,ENSG00000131351,0.0186504903041525
 HAUS6,ENSG00000147874,0.00722070896546541
 HAUS7,ENSG00000213397,0.684664699349175
 HAUS4,ENSG00000092036,0.374888173882413
 HAUS5,ENSG00000249115,0.11436837715854
 HAUS2,ENSG00000137814,0.0365645523109518
 HAUS3,ENSG00000214367,-0.0112301300464077
 HAUS1,ENSG00000152240,0.0851726965632212
 SLC5A12,ENSG00000148942,-1.62449398430543
 SLC5A10,ENSG00000154025,0.653372626659661
 SLC5A11,ENSG00000158865,-0.607910724831225
 MYD88,ENSG00000172936,0.205071029486392
 HIST1H2BD,ENSG00000158373,0.800736355928328
 HIST1H2BA,ENSG00000146047,0.0559090917188148
 HIST1H2BC,ENSG00000180596,0.886526526267657
 HIST1H2BL,ENSG00000185130,0.216386773310947
 HIST1H2BN,ENSG00000233822,-0.301604965412487
 HIST1H2BJ,ENSG00000124635,0.80816461534607
 HIST1H2BK,ENSG00000197903,0.500328896835997
 HENMT1,ENSG00000162639,-0.205121611269283
 TNFAIP6,ENSG00000123610,-0.187198715834525
 TNFAIP1,ENSG00000109079,0.209776733540449
 TNFAIP3,ENSG00000118503,1.1376095035559
 TNFAIP2,ENSG00000185215,-0.368543853190928
 RNPC3,ENSG00000185946,-0.0184300631288981
 DTX3L,ENSG00000163840,-0.125337405426406
 PAPL,ENSG00000183760,1.33038966518922
 SDCBP,ENSG00000137575,-0.432997657410829
 COX6A1P2,ENSG00000226976,-0.0509903971064799
 COL26A1,ENSG00000160963,0.922639802082645
 R3HCC1,ENSG00000104679,-0.196782700805665
 ARL17B,ENSG00000228696,0.248633867087409
 ARL17A,ENSG00000185829,0.050756866994704
 SHPK,ENSG00000197417,0.139947365256929
 ANKRD34C,ENSG00000235711,-1.84821656499519
 ANKRD34B,ENSG00000189127,-0.245565373571313
 TOMM70A,ENSG00000154174,-0.102443677123432
 NXT2,ENSG00000101888,0.462770400943221
 NXT1,ENSG00000132661,0.220694820456441
 CSE1L,ENSG00000124207,0.293271800292532
 RFPL3,ENSG00000128276,-0.0874725073730117
 MARCKSL1,ENSG00000175130,-0.0968080887531545
 HOXB5,ENSG00000120075,1.66857397396383
 RFPL2,ENSG00000128253,-0.310658892069978
 CRADD,ENSG00000169372,0.0551612024857119
 RFTN2,ENSG00000162944,-0.477585216848807
 RFTN1,ENSG00000131378,-0.281180445677211
 SYNDIG1L,ENSG00000183379,-1.22304211718276
 ZNF324B,ENSG00000249471,0.367353642751142
 GFI1,ENSG00000162676,-0.564249753766265
 UNC45A,ENSG00000140553,0.427603698129889
 UNC45B,ENSG00000141161,-1.61772006615573
 DPM3,ENSG00000179085,-0.148259521796725
 ESPN,ENSG00000187017,1.92587566974172
 VPS8,ENSG00000156931,0.0635361676091417
 HSBP1L1,ENSG00000226742,0.416393504511912
 OR12D2,ENSG00000168787,0.285276466350336
 EBNA1BP2,ENSG00000117395,0.271277776624056
 SLC9C2,ENSG00000162753,-1.98941632879627
 BRS3,ENSG00000102239,0.0286515619716926
 SLC9C1,ENSG00000172139,1.38861967900383
 ARHGEF10,ENSG00000104728,0.263152604822283
 ARHGEF11,ENSG00000132694,-0.13799535068437
 ARHGEF12,ENSG00000196914,0.248039660616164
 ARHGEF15,ENSG00000198844,0.107094705399001
 ARHGEF16,ENSG00000130762,0.838743649145929
 ARHGEF18,ENSG00000104880,0.0964944120862821
 ARHGEF19,ENSG00000142632,1.90783485849809
 NEUROD6,ENSG00000164600,-0.542222517033278
 NEUROD4,ENSG00000123307,-0.0644900713407037
 D2HGDH,ENSG00000180902,0.352840325294417
 MITD1,ENSG00000158411,0.0608393095384612
 PAIP2B,ENSG00000124374,0.250793662801725
 SERF1A,ENSG00000172058,-0.862350212714945
 SERF1B,ENSG00000205572,-0.281985374921717
 HINFP,ENSG00000172273,0.0355751487231233
 GPLD1,ENSG00000112293,0.257909401185749
 OR2W3,ENSG00000238243,-0.55107360473256
 OR2W1,ENSG00000204704,-0.088599197680077
 C1orf167,ENSG00000215910,-1.22220847922272
 SLC39A8,ENSG00000138821,0.0576704901302882
 SLC39A9,ENSG00000029364,0.152831366400001
 HIST2H3D,ENSG00000183598,1.36529511879767
 SLC39A1,ENSG00000143570,0.192296012753005
 SLC39A2,ENSG00000165794,3.02146415717241
 SLC39A3,ENSG00000141873,-0.00809757887201193
 SLC39A4,ENSG00000147804,0.65329543287908
 SLC39A5,ENSG00000139540,-0.207100783030674
 PSIP1,ENSG00000164985,-0.555404971035969
 MTHFD1L,ENSG00000120254,-0.652804661361827
